OBJECTID;id_arc;id_arc_tra;SHAPE.LEN;geo_shape;geo_point_2d
120;136.0;1426;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.408942123779389, 48.87058166163316], [2.40868328718236, 48.87295081038662]]}";48.871766236, 2.40881270548
131;148.0;1743;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.376325141943274, 48.898865628721865], [2.374347382556004, 48.898835501221754]]}";48.898850565, 2.37533626225
140;159.0;1497;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.396977565588546, 48.88365556654356], [2.39728651157459, 48.88319266205842], [2.397477236987628, 48.88303722303605], [2.397840120860198, 48.882887379243265], [2.398208759373856, 48.88279267754436], [2.398580928689185, 48.88274339850254], [2.399023712564484, 48.88268423845897]]}";48.8829890329, 2.39789441144
141;160.0;1479;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.401671954361093, 48.8786743516799], [2.402641353053257, 48.878338361500084], [2.403103874434695, 48.87825306578876]]}";48.8784401466, 2.40238169672
144;163.0;1425;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.408383591888421, 48.872853162972845], [2.408709810099057, 48.87057069980331]]}";48.8717119314, 2.40854670099
147;167.0;1134;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.292307670943229, 48.83103239394665], [2.29218010296063, 48.830859583582814]]}";48.8309459888, 2.29224388695
162;184.0;5241;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.281706705449769, 48.881483921963145], [2.284019771171478, 48.8809531635533]]}";48.8812185428, 2.28286323831
163;185.0;5238;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.284115757285492, 48.88102698504119], [2.281767043024459, 48.881569448551055]]}";48.8812982168, 2.28294140015
164;186.0;5196;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.287840923074095, 48.88609278026465], [2.289182385710046, 48.88591452940723]]}";48.8860036548, 2.28851165439
167;189.0;1869;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3137353214652823, 48.8943431490643], [2.313602054933559, 48.894475479843834]]}";48.8944093145, 2.3136686882
175;198.0;6606;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.409344964549871, 48.878116978117475], [2.409215225947602, 48.87807191469658]]}";48.8780944464, 2.40928009525
189;216.0;4621;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3035318373030362, 48.86455416485615], [2.307059412358508, 48.86463865417735]]}";48.8645964095, 2.30529562483
201;233.0;5852;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.32712757916057, 48.850044511005514], [2.327698879069114, 48.847924801170194]]}";48.8489846561, 2.32741322911
209;242.0;653;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331590821402923, 48.83690664881916], [2.331192396914285, 48.83792290367796]]}";48.8374147762, 2.33139160916
211;244.0;5805;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.329697851965989, 48.8418772865665], [2.3296583328675142, 48.84203807756406], [2.329351480938011, 48.843075742666336]]}";48.8424773869, 2.32952789024
219;254.0;1930;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.335315339433731, 48.8736109462762], [2.337192415306838, 48.874126977108766]]}";48.8738689617, 2.33625387737
230;265.0;4901;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.361961090770142, 48.880589964475355], [2.365588385523715, 48.881529515502656]]}";48.88105974, 2.36377473815
239;275.0;4695;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.391991451625618, 48.84900703057954], [2.389511318651075, 48.84938942983929]]}";48.8491982302, 2.39075138514
241;277.0;4679;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3814121104254182, 48.850430386210384], [2.380098501270535, 48.850497480199614], [2.378646500024643, 48.850696059628895]]}";48.8505339389, 2.38002655988
246;282.0;1337;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367089671078344, 48.86664188405977], [2.368917237401708, 48.86629390764181]]}";48.8664678959, 2.36800345424
249;285.0;1343;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.370651244160662, 48.86596155908357], [2.374498001503981, 48.865199820170766]]}";48.8655806896, 2.37257462283
262;298.0;1569;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.350788866604969, 48.882018214529026], [2.352206658001871, 48.88049239263176]]}";48.8812553036, 2.3514977623
266;302.0;1559;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.356276416167207, 48.875925290093456], [2.357349192504034, 48.87482316365215]]}";48.8753742269, 2.35681280434
268;304.0;1555;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35826126966326, 48.87373519773788], [2.360367531392556, 48.87134115435187]]}";48.872538176, 2.35931440053
277;313.0;1560;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3559286129160872, 48.87643346989803], [2.355182027725742, 48.87728626731964]]}";48.8768598686, 2.35555532032
280;317.0;4403;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.295984616554226, 48.8733315359784], [2.2969860745672053, 48.87303101559894]]}";48.8731812758, 2.29648534556
283;320.0;4274;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.302450441455924, 48.87129471627902], [2.305130850570306, 48.87041834799494]]}";48.8708565321, 2.30379064601
284;321.0;4276;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.305130850570306, 48.87041834799494], [2.306482076445886, 48.869982887884774]]}";48.8702006179, 2.30580646351
285;322.0;4281;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.306482076445886, 48.869982887884774], [2.309907284668633, 48.86893528043565]]}";48.8694590842, 2.30819468056
290;327.0;4282;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.313935449253075, 48.867933721723254], [2.3102376139596, 48.86901338694623]]}";48.8684735543, 2.31208653161
292;329.0;4275;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.306611157396768, 48.870169839635174], [2.305325958869205, 48.870609532665945]]}";48.8703896862, 2.30596855813
296;333.0;4401;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.298523979778102, 48.87282458593837], [2.297129394563214, 48.873225914801665]]}";48.8730252504, 2.29782668717
302;340.0;461;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.371907609321104, 48.842284493014006], [2.369406279285255, 48.84413288491351], [2.369145753561685, 48.844392142177135], [2.3690467636892, 48.8446831159965]]}";48.84341893, 2.37039612252
314;352.0;1820;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.37587792070729, 48.83847210527921], [2.377884888825327, 48.83698129477918]]}";48.8377267, 2.37688140477
316;355.0;518;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.363943371302136, 48.8447634876752], [2.364715586449654, 48.84422631293622]]}";48.8444949003, 2.36432947888
319;358.0;1823;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.373734862940217, 48.83760514863895], [2.372940771671614, 48.83830724665064], [2.371305744126758, 48.83949295640895]]}";48.8385752281, 2.37254128572
324;365.0;5097;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.373734862940217, 48.83760514863895], [2.373577321249776, 48.83754208767992], [2.371340571281003, 48.83639977087536], [2.371279653549664, 48.83636752680508]]}";48.8369933985, 2.37250402157
338;379.0;677;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.335954092541581, 48.83300395317598], [2.3394337288595652, 48.83202148137885]]}";48.8325127173, 2.3376939107
339;380.0;5528;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3394337288595652, 48.83202148137885], [2.340937388334899, 48.831621816916716]]}";48.8318216491, 2.3401855586
353;394.0;4869;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.394276254841579, 48.839467293577535], [2.392159385426138, 48.83930585237125]]}";48.839386573, 2.39321782013
365;407.0;4866;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.389277801265643, 48.838967473228216], [2.392182399442087, 48.83919376676353]]}";48.83908062, 2.39073010035
371;414.0;1318;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.371648139544971, 48.857989858524626], [2.372192122144196, 48.85925343007458]]}";48.8586216443, 2.37192013084
394;438.0;5596;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.308596744929372, 48.84601959529565], [2.305228970345902, 48.84698568775729]]}";48.8465026415, 2.30691285764
399;443.0;5606;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.292522412178918, 48.85092024114001], [2.291705134355885, 48.85182555133491]]}";48.8513728962, 2.29211377327
404;448.0;6609;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.29821392067222, 48.869663881097736], [2.298899147679499, 48.86859075974846]]}";48.8691273204, 2.29855653418
406;450.0;4600;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.299965607442215, 48.864955832409045], [2.301374835208399, 48.86469970402608]]}";48.8648277682, 2.30067022133
410;454.0;6056;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.326636855461124, 48.87553305272729], [2.326898981195069, 48.874186808461644]]}";48.8748599306, 2.32676791833
413;457.0;4815;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35194132748456, 48.84081543585629], [2.352056602418055, 48.84163904364478]]}";48.8412272398, 2.35199896495
414;458.0;635;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.351672713849287, 48.84663434118062], [2.350528917325165, 48.848068077385655]]}";48.8473512093, 2.35110081559
415;459.0;99;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.350508821981684, 48.848117019293234], [2.3499368346700082, 48.84888134032766]]}";48.8484991798, 2.35022282833
421;465.0;5064;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355381512031425, 48.83188716169776], [2.3543301772013763, 48.8333918662166]]}";48.832639514, 2.35485584462
425;469.0;4807;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35049031624027, 48.83850023811411], [2.351703653921172, 48.836815677514636]]}";48.8376579578, 2.35109698508
436;480.0;483;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.372438422048997, 48.845625750830116], [2.374300809554417, 48.845849769617374]]}";48.8457377602, 2.3733696158
438;483.0;4902;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.379316417050124, 48.84644213143083], [2.381740604059539, 48.84671231330534]]}";48.8465772224, 2.38052851055
443;488.0;4712;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.392820581739107, 48.847989103742165], [2.394290065830004, 48.84814294023021], [2.394913400709036, 48.84825139163747]]}";48.8481053425, 2.39386906562
446;491.0;5801;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.386909676812046, 48.84173828749681], [2.38542120489403, 48.84246186439462]]}";48.8421000759, 2.38616544085
467;514.0;4730;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.273584493950317, 48.847402090797324], [2.273750719052755, 48.84734997797954]]}";48.8473760344, 2.2736676065
470;518.0;5658;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.282806716085525, 48.843411977928604], [2.285590381621042, 48.84211987774409]]}";48.8427659278, 2.28419854885
471;519.0;5660;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.285590381621042, 48.84211987774409], [2.287816223072147, 48.841110735635084]]}";48.8416153067, 2.28670330235
477;525.0;5679;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.302597800928146, 48.83546197448511], [2.297928281767288, 48.836781717379026]]}";48.8361218459, 2.30026304135
485;533.0;5655;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.281229668611126, 48.84413981526434], [2.27734709504076, 48.84593686879837]]}";48.845038342, 2.27928838183
488;536.0;5714;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.302574455526588, 48.83540909463187], [2.305145630710355, 48.8346939551267]]}";48.8350515249, 2.30386004312
2202;3767.0;6231;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.325771986509089, 48.8197576563565], [2.326953052618801, 48.81959098726213], [2.328576379904097, 48.8192288562257]]}";48.8195203448, 2.32717910798
2203;3768.0;6123;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.329124104814246, 48.81921382688372], [2.330453227535406, 48.81884772411666]]}";48.8190307755, 2.32978866617
2207;3774.0;789;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344065715127363, 48.81608440910303], [2.344518372182534, 48.81619630255146], [2.3464715013986712, 48.816303122982134]]}";48.8162286623, 2.34526338823
2211;3778.0;831;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35464344393412, 48.817276846571616], [2.355366180837331, 48.816588799774294], [2.3560866794679383, 48.81627446241056], [2.357213460066006, 48.816076537133874], [2.360194179668234, 48.81592000305378]]}";48.8162478943, 2.35728635998
2213;3780.0;5931;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.363546941368766, 48.81628074814117], [2.36257990907347, 48.81623581965494], [2.360684820131266, 48.81636849211925], [2.357979539840188, 48.8165743029257], [2.3572564992911262, 48.816493079462354], [2.356652888827086, 48.81624193077208], [2.356396012878383, 48.81601167324644], [2.35618685269224, 48.81557752274596]]}";48.8163435977, 2.35968476946
2215;3782.0;6092;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.356360518850463, 48.815553089741904], [2.356667745914892, 48.81594650213291], [2.356900855809867, 48.81606938339736], [2.357336187332067, 48.8161739300246], [2.357734531862576, 48.81616283155313], [2.359124513546294, 48.81608289428026], [2.360408312219688, 48.81608504598888]]}";48.8160647911, 2.35828562444
2637;8432.0;5620;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.323619674300851, 48.835469448382575], [2.324245342028826, 48.83393333453452]]}";48.8347013915, 2.32393250816
2639;8434.0;5618;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.324245342028826, 48.83393333453452], [2.32485525611233, 48.83243580953194]]}";48.833184572, 2.32455029907
2640;8435.0;1224;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.326422524412211, 48.829217908566], [2.326018927028102, 48.830182998405405]]}";48.8297004535, 2.32622072572
2647;8443.0;712;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.326565392318234, 48.826846094617764], [2.32684486579416, 48.82769251333645], [2.326787500681726, 48.8278745579636]]}";48.8273599969, 2.32672471523
2648;8445.0;1534;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.326330890727599, 48.826846683243694], [2.325784955763751, 48.82488564539842]]}";48.8258661643, 2.32605792325
2650;8448.0;1213;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.325936656839301, 48.824382636756255], [2.326050937090807, 48.82487035327874]]}";48.824626495, 2.32599379697
2653;8453.0;749;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.31697498288709, 48.82369344371123], [2.314672957859697, 48.82268459088566]]}";48.8231890173, 2.31582397037
2661;8461.0;1064;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314128218362972, 48.82586720420517], [2.31287548989639, 48.826142548468155]]}";48.8260048763, 2.31350185413
2665;8465.0;1058;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.306925409119224, 48.82746711411869], [2.305479084395567, 48.82778909591012]]}";48.827628105, 2.30620224676
2680;8480.0;4626;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.265291099545776, 48.84063638096482], [2.266748536498871, 48.839972146526236]]}";48.8403042637, 2.26601981802
2681;8481.0;4628;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.265372099382064, 48.84071910447617], [2.263664994745851, 48.84149556767787]]}";48.8411073361, 2.26451854706
2692;8492.0;5284;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.280961806338247, 48.87586800802428], [2.278782311160843, 48.87499251845433]]}";48.8754302632, 2.27987205875
2706;8511.0;1890;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.316311495519145, 48.89529631515493], [2.318346188775744, 48.896049072776236]]}";48.895672694, 2.31732884215
2716;8521.0;1774;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.356126785100215, 48.89838371479257], [2.358904213452247, 48.89844247980037]]}";48.8984130973, 2.35751549928
2720;8525.0;1652;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.348938926019362, 48.89261030233861], [2.347990384208258, 48.89377738664605]]}";48.8931938445, 2.34846465511
2721;8526.0;1651;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34887509015715, 48.892423353089065], [2.349439071564576, 48.89175241753992], [2.349541353567491, 48.8916053691189]]}";48.892018485, 2.34921360874
2726;8531.0;5944;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344521789509038, 48.88279757251426], [2.346886791657941, 48.883263846875586]]}";48.8830307097, 2.34570429058
2730;8535.0;1915;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330854756815992, 48.88434386784996], [2.32976528911784, 48.884613283043855]]}";48.8844785754, 2.33031002297
2735;8540.0;1562;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355182027725742, 48.87728626731964], [2.354099393111825, 48.87852286215763]]}";48.8779045647, 2.35464071042
2738;8543.0;1778;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362001365582581, 48.86969807882744], [2.36122994106034, 48.870536557279564]]}";48.8701173181, 2.36161565332
2739;8544.0;1963;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.333685265732238, 48.870127238412714], [2.335869887936066, 48.869692793639494]]}";48.869910016, 2.33477757683
2740;8545.0;5099;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349435556665223, 48.86690508667381], [2.35102707468216, 48.86656304605807]]}";48.8667340664, 2.35023131567
2744;8549.0;1218;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352988711454174, 48.86705819021035], [2.353472550901075, 48.8679251401152]]}";48.8674916652, 2.35323063118
2747;8552.0;6542;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355390983973169, 48.86866773762803], [2.354934834343435, 48.86790158095383]]}";48.8682846593, 2.35516290916
2749;8554.0;6536;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354845601082197, 48.86377759420452], [2.354264427294639, 48.86268402760154]]}";48.8632308109, 2.35455501419
2755;8560.0;10;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349470227216119, 48.85648261434257], [2.350588009250012, 48.85605608514666]]}";48.8562693497, 2.35002911823
2763;8568.0;1221;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.365555838682429, 48.84749414327897], [2.365284093264042, 48.84733875891681], [2.365219831760864, 48.84706388188658], [2.365265439000736, 48.84676015261849]]}";48.8471774834, 2.36530706324
2768;8573.0;848;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.37008907019115, 48.843926672212405], [2.3690467636892, 48.8446831159965]]}";48.8443048941, 2.36956791694
2772;8577.0;4693;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.389472624391008, 48.84929283067672], [2.391939597842549, 48.848909101736346]]}";48.8491009662, 2.39070611112
2778;8583.0;4838;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.392787885405101, 48.84032714716828], [2.389082793748008, 48.84116368964504]]}";48.8407454184, 2.39093533958
2779;8584.0;4836;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.39272568527827, 48.840217979998876], [2.395030585335878, 48.839697810134425]]}";48.8399578951, 2.39387813531
2784;8589.0;5041;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.379512743466461, 48.845335906942516], [2.3776305164077423, 48.846252632842805]]}";48.8457942699, 2.37857162994
2789;8594.0;6576;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367314948272512, 48.85089288063416], [2.366586352188274, 48.849324152327156]]}";48.8501085165, 2.36695065023
2793;8598.0;22;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355536911629017, 48.856534758716464], [2.353728954348759, 48.85695255934814]]}";48.856743659, 2.35463293299
2794;8599.0;24;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352385765146018, 48.85729034155001], [2.351413026711754, 48.85753495143692]]}";48.8574126465, 2.35189939593
2796;8601.0;1319;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.371461761430748, 48.85910765491749], [2.370869955679134, 48.85776222238213]]}";48.8584349386, 2.37116585855
2804;8609.0;407;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.368312353540302, 48.856963461289794], [2.368151297574043, 48.85766782839818]]}";48.8573156448, 2.36823182556
2806;8611.0;1378;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3677224372304693, 48.859496217769845], [2.367240581490819, 48.861558243310355]]}";48.8605272305, 2.36748150936
2807;8612.0;1379;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367510123304225, 48.85947848036519], [2.367938037212134, 48.85763253769303]]}";48.858555509, 2.36772408026
2809;8614.0;1365;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.365386771698526, 48.86522445173207], [2.36572415695557, 48.864627797504106]]}";48.8649261246, 2.36555546433
2811;8616.0;6304;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.375677878630187, 48.86052596134282], [2.374867723323443, 48.861005439741035]]}";48.8607657005, 2.37527280098
2812;8617.0;6279;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.382186055807327, 48.85649518949668], [2.385196330858724, 48.854707433351265]]}";48.8556013114, 2.38369119333
2825;8630.0;4958;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.370426771065419, 48.87978343417115], [2.370401099140541, 48.88149573668187]]}";48.8806395854, 2.3704139351
2827;8632.0;6420;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3721248980650183, 48.87612044816643], [2.374985753898179, 48.87363433567129]]}";48.8748773919, 2.37355532598
2828;8633.0;6401;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.388483014678816, 48.861009515395025], [2.3876082417903532, 48.86285931157278]]}";48.8619344135, 2.38804562823
2833;8638.0;4926;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.403411390456505, 48.84764198376996], [2.406202400601451, 48.84740130473646]]}";48.8475216443, 2.40480689553
2850;8656.0;4795;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.398549025474332, 48.83839898480786], [2.402138991619625, 48.83708542681079]]}";48.8377422058, 2.40034400855
2856;8662.0;6709;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.387685171125768, 48.828391566255036], [2.386863688855842, 48.82798948120526], [2.385948600496144, 48.82753219735094]]}";48.8279636646, 2.38681600409
2865;8671.0;885;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.409032528888007, 48.840680889704835], [2.408459237167305, 48.8388232768694]]}";48.8397520833, 2.40874588303
2866;8672.0;888;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.409321705434821, 48.840651610236016], [2.409938289784333, 48.842628987959614]]}";48.8416402991, 2.40962999761
2875;8681.0;1442;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.409846971919893, 48.8587573490003], [2.409535878818414, 48.86062723140244]]}";48.8596922902, 2.40969142537
2882;8688.0;1428;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40901824912519, 48.86912730865795], [2.408942123779389, 48.87058166163316]]}";48.8698544851, 2.40898018645
2883;8689.0;1429;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.408824444706267, 48.867981161793374], [2.408779884927557, 48.86709487058179]]}";48.8675380162, 2.40880216482
2889;8695.0;1481;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.399930041852483, 48.88067856049567], [2.400731589782795, 48.879656760021724], [2.40146069122421, 48.878793651882795]]}";48.8797291931, 2.40068687528
2894;8700.0;6718;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.396846068788558, 48.884523052945354], [2.396701454345028, 48.88550707785192], [2.396773707380993, 48.88616374019353]]}";48.885342478, 2.39675932126
2904;8710.0;5872;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.374347382556004, 48.898835501221754], [2.372624978744825, 48.89880923663905]]}";48.8988223689, 2.37348618065
2908;8714.0;1723;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.366445892741668, 48.89854398084405], [2.368347448748591, 48.89856782690428]]}";48.8985559039, 2.36739667075
2911;8717.0;1718;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.364165735358823, 48.89869407955195], [2.362300744182531, 48.89866967473826]]}";48.8986818771, 2.36323323977
2915;8721.0;6732;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.361133181826028, 48.89865250478927], [2.360422522975743, 48.898720683992295], [2.359984501945199, 48.89882376542978], [2.359606963119644, 48.89900858825241], [2.3593453884232343, 48.899287421488324]]}";48.898844963, 2.36018345076
2928;8734.0;6561;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.380796601211025, 48.88551132742172], [2.382165140483888, 48.88589078681979]]}";48.8857010571, 2.38148087085
2938;8745.0;1376;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.398017041618489, 48.86554716903849], [2.397115437230382, 48.86667004804105]]}";48.8661086085, 2.39756623942
2941;8748.0;1420;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.401384925880103, 48.864761019279875], [2.404148904365749, 48.86464662998674]]}";48.8647038246, 2.40276691512
2942;8749.0;1329;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.400199164961089, 48.86169897543566], [2.400177831159504, 48.86174839441309], [2.400065995047474, 48.86244592048718], [2.399850737395087, 48.86324583730191], [2.399173537988874, 48.86407469429464]]}";48.8629520609, 2.39982685313
2945;8752.0;1543;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.405629658518564, 48.85403593925469], [2.406023737942919, 48.85273638081171]]}";48.85338616, 2.40582669823
2947;8754.0;5517;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.377101471341717, 48.83424425269046], [2.378700383180342, 48.83296084358387]]}";48.8336025481, 2.37790092726
2956;8763.0;64;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349644681018903, 48.85174071083541], [2.34820581871857, 48.85237204854123]]}";48.8520563797, 2.34892524987
2958;8765.0;330;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319657637568695, 48.862097900015364], [2.3205978823872853, 48.86113289672152]]}";48.8616153984, 2.32012775998
2959;8766.0;334;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.323107249111467, 48.85847758633335], [2.323739326171891, 48.85778737780297]]}";48.8581324821, 2.32342328764
2960;8767.0;336;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.32505965314478, 48.856640669575945], [2.325549502966863, 48.85621521588168], [2.3258692212998993, 48.85598657510616]]}";48.8563045604, 2.32545728753
2963;8770.0;6188;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.329190000680844, 48.8548057396993], [2.330422684355876, 48.85445015982303]]}";48.8546279498, 2.32980634252
17;20.0;4236;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.297944356934479, 48.88720750423783], [2.29977969143152, 48.887988336050114]]}";48.8875979201, 2.29886202418
18;21.0;4206;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.29977969143152, 48.887988336050114], [2.303828964734511, 48.88992522261148]]}";48.8889567793, 2.30180432808
28;32.0;852;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.369430444388624, 48.821457763457055], [2.371671932564161, 48.822214937681224]]}";48.8218363506, 2.37055118848
29;33.0;856;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.373075928263253, 48.82268917407572], [2.374967398806714, 48.823326767197365]]}";48.8230079706, 2.37402166353
37;42.0;795;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35091264719536, 48.820959767544], [2.351512390034899, 48.820999201837616], [2.354652423502279, 48.82099657510169]]}";48.8209949317, 2.35278199195
38;43.0;796;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354652423502279, 48.82099657510169], [2.355660276151619, 48.82054096657579]]}";48.8207687708, 2.35515634983
39;44.0;814;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3595583812239402, 48.81910696941863], [2.359368628765586, 48.81910043792793]]}";48.8191037037, 2.35946350499
40;45.0;800;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354658133486248, 48.821085011331185], [2.350859393295447, 48.8210722067385]]}";48.821078609, 2.35275876339
