OBJECTID;id_arc;id_arc_tra;SHAPE.LEN;geo_shape;geo_point_2d
2111;3668.0;5336;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.413639406226481, 48.84230823563937], [2.41356196944044, 48.841500088154156], [2.413471714637486, 48.84073267387704], [2.412759779977871, 48.83809373172694], [2.412072356261253, 48.83617824038962], [2.411954572001422, 48.83587840753444], [2.41176181545694, 48.83561655822135]]}";48.8389020286, 2.41290371546
2120;3677.0;5341;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.393738745061801, 48.827844529087564], [2.392831857223431, 48.827721616982785]]}";48.827783073, 2.39328530114
2125;3682.0;5299;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.376054136678905, 48.8206303915027], [2.370626678180024, 48.81883134458853]]}";48.819730868, 2.37334040743
2135;3692.0;5187;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.312098775818225, 48.8231445715959], [2.304752566047303, 48.824760502647365]]}";48.8239525371, 2.30842567093
2151;3708.0;6141;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.269327001589994, 48.83554113458093], [2.268731194199008, 48.83539062346104]]}";48.835465879, 2.26902909789
2152;3709.0;6140;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.271906865264944, 48.83536919911563], [2.271485879564112, 48.83550534654172]]}";48.8354372728, 2.27169637241
2199;3764.0;776;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.325771986509089, 48.8197576563565], [2.327378932115367, 48.81938327602738], [2.329305740441439, 48.81896164599335], [2.3320504587420112, 48.81834872855118], [2.332937236488083, 48.81808849481267], [2.334376786021982, 48.817113296006426], [2.334865137566115, 48.816910368440844], [2.335371429509409, 48.81678362924503], [2.336752923770117, 48.81669157136747]]}";48.8182932702, 2.33131440297
2201;3766.0;775;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.328576379904097, 48.8192288562257], [2.330453227535406, 48.81884772411666]]}";48.8190382902, 2.32951480372
2412;4041.0;5505;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362166203310757, 48.90035497377692], [2.363333901830668, 48.90049988804717], [2.364511680545593, 48.90069060955829]]}";48.9005119228, 2.36334049582
58;63.0;1029;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.26976888451685, 48.83860176160257], [2.27067293617235, 48.83819014570912]]}";48.8383959537, 2.27022091034
88;98.0;4544;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.271487721940352, 48.866633567366165], [2.269679485002226, 48.86451928277032]]}";48.8655764251, 2.27058360347
143;162.0;6717;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.407530453614921, 48.87529054795995], [2.407964219582837, 48.874178387286115]]}";48.8747344676, 2.4077473366
480;528.0;5665;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.291992595377469, 48.83926370699364], [2.290335638735402, 48.84004960130049]]}";48.8396566541, 2.29116411706
1442;1931.0;6821;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.310415650342087, 48.882669774211685], [2.308726659475356, 48.88405302178434]]}";48.883361398, 2.30957115491
1445;1934.0;6818;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314372718615068, 48.87943455741003], [2.312713709313811, 48.88081688193884]]}";48.8801257197, 2.31354321396
1447;1936.0;6241;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3177935086402632, 48.87662828652006], [2.316393582504632, 48.87778195980277]]}";48.8772051232, 2.31709354557
1448;1937.0;6073;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319010044453132, 48.87563498691943], [2.3177935086402632, 48.87662828652006]]}";48.8761316367, 2.31840177655
1450;1939.0;6020;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.320947274058585, 48.873487957212795], [2.320154764598882, 48.87464800523277]]}";48.8740679812, 2.32055101933
1453;1942.0;247;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.323443175396556, 48.86985458419307], [2.322954147045651, 48.870568432523825]]}";48.8702115084, 2.32319866122
1454;1943.0;246;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3228057642868762, 48.87050905850066], [2.323359096378527, 48.8697033493116]]}";48.8701062039, 2.32308243033
1457;1946.0;6021;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319927839681211, 48.87458832570971], [2.320692055546102, 48.873506225364714]]}";48.8740472755, 2.32030994761
1463;1952.0;6824;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.311233462517967, 48.881844734478186], [2.312365055432254, 48.88091197391559]]}";48.8813783542, 2.31179925898
1465;1954.0;6822;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.308602973980931, 48.88399677737571], [2.310151899995538, 48.88273167041535], [2.310341603954392, 48.88257765519774]]}";48.8832869679, 2.30947208673
1470;2000.0;4416;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.297701134404758, 48.877747590105926], [2.295832387450536, 48.875139691049846]]}";48.8764436406, 2.29676676093
1472;2029.0;6029;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319927839681211, 48.87458832570971], [2.319661994023948, 48.8745417033026], [2.317527704084993, 48.874195198352886]]}";48.8743902642, 2.3187280248
1475;2056.0;6655;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.295165599066789, 48.86733443322697], [2.295185618512388, 48.867117872079255], [2.294002806315059, 48.865043980636585], [2.2938031119711972, 48.864820604545415], [2.2937521381478723, 48.86461126057227]]}";48.8659561874, 2.29451196573
1479;2061.0;6652;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.293984590343557, 48.8646712247456], [2.296842493272642, 48.864807255974945]]}";48.8647392404, 2.29541354181
1494;2107.0;4574;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2629181841728903, 48.85779258262533], [2.264508714045431, 48.85732412406937]]}";48.8575583533, 2.26371344911
1495;2108.0;6156;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.260625366175736, 48.85836658361331], [2.261229289609079, 48.85826596183471], [2.2629181841728903, 48.85779258262533]]}";48.858103532, 2.26177711016
1500;2142.0;1067;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.271088846998744, 48.840389030267886], [2.270859684778218, 48.8403152090026], [2.27070778535822, 48.840254385717756], [2.270537638852513, 48.84014658735845], [2.269430554226291, 48.838902874629156]]}";48.8397271543, 2.270203335
1501;2143.0;1068;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.267862064991356, 48.83641906141654], [2.268337018306227, 48.836916780690096], [2.268621059576898, 48.83723880420788], [2.268843526730138, 48.83754095303003], [2.269128415624034, 48.83793396973448], [2.2693662423302072, 48.838186349899566], [2.26976888451685, 48.83860176160257]]}";48.8375109156, 2.26881526936
1510;2161.0;4653;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.25703347233843, 48.83851522170634], [2.256399135236174, 48.8400035874371]]}";48.8392594046, 2.25671630379
1528;2228.0;4865;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3436070563064852, 48.84126847933986], [2.342944601832038, 48.842596978549686]]}";48.8419327289, 2.34327582907
1529;2229.0;4832;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346029372977207, 48.84029680094201], [2.3436070563064852, 48.84126847933986]]}";48.8407826401, 2.34481821464
1541;2255.0;6811;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.31829516961028, 48.83731779833619], [2.316962727906398, 48.83723843098969], [2.315370927654205, 48.8361209353911], [2.315397483026395, 48.8354671579683]]}";48.8367354282, 2.31653275433
1542;2262.0;5984;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.327644452491969, 48.83603100776964], [2.323955390506562, 48.837290772212256]]}";48.83666089, 2.3257999215
1543;2263.0;660;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332328383908515, 48.83436594318734], [2.331327306505334, 48.83473978553487]]}";48.8345528644, 2.33182784521
1550;2286.0;5766;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.316423886495816, 48.8389356550333], [2.317926068096011, 48.8375380778076], [2.31829516961028, 48.83731779833619]]}";48.8380967531, 2.31733703846
1557;2293.0;6597;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.310174795036159, 48.85991512568529], [2.310292056523551, 48.86112014546658]]}";48.8605176356, 2.31023342578
1569;2307.0;6813;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315313959535003, 48.85796965009187], [2.314739636961095, 48.85809318046487], [2.314572664582904, 48.85816847587389], [2.31451772298113, 48.85830594571105], [2.314329875564101, 48.85836653008307], [2.313463066444402, 48.858423495106955]]}";48.8582453948, 2.31440197617
1570;2308.0;6586;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3150923945771282, 48.85611310941007], [2.315313959535003, 48.85796965009187]]}";48.8570413798, 2.31520317706
1582;2325.0;6493;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.309545050528138, 48.853932743604595], [2.312625234534077, 48.85376672651671]]}";48.8538497351, 2.31108514253
1588;2332.0;6478;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3054172108042073, 48.854323507462055], [2.305392906735324, 48.85470003074383], [2.304694605363708, 48.856198085133826]]}";48.8552748586, 2.30511090577
1594;2364.0;4585;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.258589535504569, 48.84786779556259], [2.25738724099917, 48.84539518716387]]}";48.8466314914, 2.25798838825
1606;2399.0;4481;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.277290434748194, 48.845962666638236], [2.277454614488442, 48.846153398694526], [2.277466653997584, 48.84625775390492], [2.277539553620326, 48.846414282867045], [2.278856422542174, 48.84734501187323]]}";48.8467062321, 2.27800882371
1611;2406.0;4549;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.267500599412181, 48.86190709473712], [2.265908093674267, 48.85947008067723]]}";48.8606885877, 2.26670434654
1618;2467.0;4600;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.301374835208399, 48.86469970402608], [2.301701064220458, 48.86470978569586]]}";48.8647047449, 2.30153794971
1620;2473.0;4599;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.301946953579364, 48.86243274918655], [2.301770175359026, 48.86416805192106]]}";48.8633004006, 2.30185856447
1625;2497.0;4228;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.30576293736215, 48.874835391439035], [2.309225070313436, 48.87498837867591]]}";48.8749118851, 2.30749400384
1628;2505.0;5594;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.30986701543134, 48.845657019536894], [2.308596744929372, 48.84601959529565]]}";48.8458383074, 2.30923188018
1629;2514.0;5625;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.323007391909405, 48.83749230957454], [2.322980684656969, 48.83762359135026]]}";48.8375579505, 2.32299403828
1630;2516.0;5626;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3227979683734272, 48.837510722268476], [2.323117181549444, 48.83675766292603]]}";48.8371341926, 2.32295757496
1631;2518.0;6595;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.309552164831076, 48.85403177962404], [2.3099117580126878, 48.8571961203097]]}";48.85561395, 2.30973196142
1639;2571.0;6271;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315395317240077, 48.881135905078416], [2.316646538703679, 48.88121350284408]]}";48.881174704, 2.31602092797
1641;2587.0;6042;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.320368068312675, 48.882236733772984], [2.320276870856098, 48.882218721306245]]}";48.8822277275, 2.32032246958
1642;2590.0;5782;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.324223363385824, 48.84368772098491], [2.32434961808206, 48.84364690237091]]}";48.8436673117, 2.32428649073
1649;2611.0;1973;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330984814800311, 48.87651201778634], [2.329164986468086, 48.879781793225945]]}";48.8781469055, 2.33007490063
1661;2669.0;584;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3405140844943872, 48.846990025702056], [2.340146188093331, 48.846286155237095]]}";48.8466380905, 2.34033013629
1667;2727.0;427;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.356656600136769, 48.84943254325387], [2.358929615017239, 48.85008418789705]]}";48.8497583656, 2.35779310758
1674;2754.0;6600;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367854206708565, 48.841991581977254], [2.366250504486474, 48.843183998472576]]}";48.8425877902, 2.3670523556
1680;2809.0;6851;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.286301758561042, 48.862921438143076], [2.286468014098196, 48.86267331333095], [2.286833358057017, 48.86242215145039]]}";48.8626482173, 2.28654369798
1682;2811.0;6849;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.286822188402794, 48.86351151274653], [2.286501560641454, 48.863391261307804]]}";48.863451387, 2.28666187452
1683;2812.0;6848;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2874646186055942, 48.863507291955905], [2.286949451687667, 48.86352419646627]]}";48.8635157442, 2.28720703515
1689;2819.0;5155;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2573248897694462, 48.838392002938384], [2.25703347233843, 48.83851522170634]]}";48.8384536123, 2.25717918105
1691;2823.0;4867;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3944581514246233, 48.83937027407042], [2.395171253711728, 48.83945193645324]]}";48.8394111053, 2.39481470257
1694;2828.0;4878;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.396438644147252, 48.83965717943974], [2.396312277080698, 48.839752426231534], [2.395431592282121, 48.83992467590554]]}";48.8398185015, 2.39594741593
1698;2834.0;5470;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355750984094104, 48.83188374184698], [2.355381512031425, 48.83188716169776]]}";48.8318854518, 2.35556624806
1705;2843.0;5113;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.395534661235917, 48.84896864676171], [2.39519177951189, 48.84882382951474]]}";48.8488962381, 2.39536322037
1707;2845.0;5115;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.396842364069461, 48.8483809068093], [2.3965767636459923, 48.84880139766716]]}";48.8485911522, 2.39670956386
1712;2867.0;5644;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.274029878364976, 48.8713876076716], [2.274157314252557, 48.871204168173115]]}";48.8712958879, 2.27409359631
1722;2878.0;399;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.369447924818202, 48.85348519142209], [2.369108057552438, 48.85352698341832]]}";48.8535060874, 2.36927799119
1727;2887.0;1956;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.33252632909044, 48.8707334596276], [2.332333345921842, 48.871192666239594]]}";48.8709630629, 2.33242983751
1732;2896.0;1246;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.363167156114524, 48.867294362184296], [2.3645879636417, 48.866460547052895]]}";48.8668774546, 2.36387755988
1738;2909.0;4475;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.296014699062548, 48.873790433523844], [2.29402755288619, 48.874357789248045], [2.291773848448845, 48.874936078303314]]}";48.8743774833, 2.2938981294
1740;2919.0;5554;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.283822130887631, 48.8774829942217], [2.283920665100077, 48.87779524571606]]}";48.87763912, 2.28387139799
1743;2939.0;1266;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.365141382650755, 48.86661364879621], [2.365281205523146, 48.86670469239682]]}";48.8666591706, 2.36521129409
1749;2947.0;1239;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362204364236318, 48.86785857432124], [2.363167156114524, 48.867294362184296]]}";48.8675764683, 2.36268576018
1750;2950.0;1238;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362320264667146, 48.86794116680992], [2.3631209271817433, 48.868475919520684]]}";48.8682085432, 2.36272059592
1752;2961.0;400;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.368796003732663, 48.85393489895829], [2.368796941717093, 48.85350982699825]]}";48.853722363, 2.36879647272
1754;2964.0;399;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.369108057552438, 48.85352698341832], [2.368796941717093, 48.85350982699825]]}";48.8535184052, 2.36895249963
1759;2970.0;5865;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3712636661276463, 48.84548192966191], [2.372438422048997, 48.845625750830116]]}";48.8455538402, 2.37185104409
1764;2991.0;4876;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.394291866972813, 48.83935806696446], [2.3930919752530793, 48.838571270893205]]}";48.8389646689, 2.39369192111
1769;3041.0;5469;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3559746015649052, 48.830905132580135], [2.356289471000344, 48.83102199219661]]}";48.8309635624, 2.35613203628
1770;3042.0;5470;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354854202970243, 48.831607237606356], [2.354809981656015, 48.83132021387291]]}";48.8314637257, 2.35483209231
1781;3055.0;662;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330923656063583, 48.834307489512284], [2.330806174463358, 48.834085425952715], [2.331810458664233, 48.833743006370966]]}";48.833968249, 2.33122343103
1783;3057.0;658;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331327306505334, 48.83473978553487], [2.329994871174585, 48.8352069639645]]}";48.8349733747, 2.33066108884
1791;3078.0;1564;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354052391909003, 48.87857638688463], [2.353429787048904, 48.879285387448256]]}";48.8789308872, 2.35374108948
1793;3081.0;6558;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3571284478135492, 48.87935389083842], [2.355807249507528, 48.87901791099553]]}";48.8791859009, 2.35646784866
1795;3083.0;4901;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.365588385523715, 48.881529515502656], [2.36585201773085, 48.881594684572036]]}";48.8815621, 2.36572020163
1796;3084.0;4930;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.365748228453905, 48.88166545430396], [2.365588385523715, 48.881529515502656]]}";48.8815974849, 2.36566830699
1802;3129.0;4897;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.384834203195554, 48.88655434896255], [2.386328264349379, 48.88696569601233]]}";48.8867600225, 2.38558123377
1818;3206.0;4618;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.306290237186396, 48.86469339880385], [2.303545364601852, 48.8646215032201]]}";48.864657451, 2.30491780089
1821;3209.0;222;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319260422449071, 48.86518183963065], [2.318582249504753, 48.865074750531875]]}";48.8651282951, 2.31892133598
1823;3211.0;4645;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.301411792153715, 48.8644007025266], [2.299551936808185, 48.864021190945714]]}";48.8642109467, 2.30048186448
1824;3215.0;4532;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.289433103211126, 48.85911340737173], [2.28833066761577, 48.8582395399915], [2.286480433901851, 48.85677598780744]]}";48.8579443451, 2.28795704771
1825;3217.0;4543;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2934934522440003, 48.86236155332203], [2.29159187630367, 48.86105138840267], [2.291463467190737, 48.861011571980384]]}";48.8616693356, 2.29248682354
1841;3248.0;278;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.313573747626652, 48.86500447794104], [2.313607258472694, 48.86463251804547]]}";48.864818498, 2.31359050305
1843;3250.0;324;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.313607258472694, 48.86463251804547], [2.313323374746727, 48.862907663866736]]}";48.863770091, 2.31346531661
1846;3253.0;4622;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.304971663897012, 48.8644335621221], [2.3067366649821732, 48.86448287135745]]}";48.8644582167, 2.30585416444
1852;3261.0;5873;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.313573747626652, 48.86500447794104], [2.310293232202032, 48.864918950002355]]}";48.864961714, 2.31193348991
1856;3268.0;219;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.317871782750057, 48.8648795361896], [2.318543359076557, 48.86475979969264], [2.318981217043528, 48.86456850685553]]}";48.8647556085, 2.31843606933
1857;3269.0;224;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.31981792608733, 48.865994226474164], [2.316300448771236, 48.86715795651566]]}";48.8665760915, 2.31805918743
1862;3276.0;226;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319703445443843, 48.865841455808415], [2.320630153390633, 48.86556262777297]]}";48.8657020418, 2.32016679942
1869;3283.0;225;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.320630153390633, 48.86556262777297], [2.320234583510627, 48.86503211956376], [2.320381940740489, 48.864669121791366], [2.320203068447497, 48.86438990616496]]}";48.8649871878, 2.32036378266
1870;3285.0;4499;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278252143318568, 48.85131241682874], [2.276345305083773, 48.850166422331924], [2.274927268808831, 48.848759209234736]]}";48.850135424, 2.2765121805
1872;3287.0;1;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.333419757798299, 48.86002976945615], [2.335063879941832, 48.859647151155194]]}";48.8598384603, 2.33424181887
638;696.0;1349;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367627025966262, 48.86514343810279], [2.370065174104021, 48.86373136844692]]}";48.8644374033, 2.36884610004
644;703.0;6281;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.380266238796154, 48.85763523347785], [2.382186055807327, 48.85649518949668]]}";48.8570652115, 2.3812261473
645;704.0;6277;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.385267804556794, 48.85466778219993], [2.388636037267946, 48.85265299388743]]}";48.853660388, 2.38695192091
648;707.0;4736;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.39519177951189, 48.84882382951474], [2.394772993124957, 48.84915401749365], [2.392666366270669, 48.850408678203806]]}";48.8496397857, 2.39394525516
651;710.0;6278;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.38535657066545, 48.85474502287413], [2.382302746474609, 48.856568552802756]]}";48.8556567878, 2.38382965857
652;711.0;6319;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.380144724016382, 48.85787311739973], [2.3786272677533082, 48.85876223405381]]}";48.8583176757, 2.37938599588
657;716.0;1354;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.371528271903219, 48.86295356908976], [2.370193135656383, 48.863783872884596]]}";48.863368721, 2.37086070378
659;718.0;1346;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367800151065632, 48.86518651931372], [2.366348098539307, 48.8660437902136]]}";48.8656151548, 2.3670741248
670;730.0;1330;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.373261758379835, 48.866859586298034], [2.374415444690038, 48.86532322448259]]}";48.8660914054, 2.37383860153
671;731.0;1331;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.374591437690294, 48.86529574844522], [2.373392863896937, 48.866903325106286]]}";48.8660995368, 2.37399215079
672;732.0;1327;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.373392863896937, 48.866903325106286], [2.37248936794688, 48.86811360948348]]}";48.8675084673, 2.37294111592
683;744.0;6330;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.378553161691759, 48.860253517762736], [2.379398322331509, 48.8590857597003]]}";48.8596696387, 2.37897574201
688;749.0;6327;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.377029953247337, 48.86205674083289], [2.376770162868334, 48.86235766864451], [2.37655165178511, 48.86264209117055], [2.37559177393846, 48.86393832645766]]}";48.8629888294, 2.37629990994
706;770.0;1551;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354906235570735, 48.870574099071625], [2.355891142466472, 48.87227169701935]]}";48.871422898, 2.35539868902
712;778.0;6796;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.298910093815727, 48.86209897827316], [2.297726619719549, 48.861800910890516]]}";48.8619499446, 2.29831835677
713;779.0;4444;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.295288855872788, 48.8605497643575], [2.293330730002895, 48.85913887700817]]}";48.8598443207, 2.29430979294
718;785.0;4477;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.28172445780432, 48.84936594543703], [2.283690084904822, 48.85074993142697]]}";48.8500579384, 2.28270727135
719;786.0;4473;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.283690084904822, 48.85074993142697], [2.286441211078368, 48.85277008941968]]}";48.8517600104, 2.28506564799
721;788.0;4457;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.288872871683421, 48.85455870348602], [2.289094376634293, 48.854716008114195], [2.289762402676231, 48.85541595001992]]}";48.8549720121, 2.28933088385
727;794.0;4392;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.310399903503265, 48.86256033645556], [2.311123072416461, 48.86276009652065], [2.313313249777768, 48.86282212886562]]}";48.8627577245, 2.31184660138
731;798.0;4742;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.398549556658539, 48.85140408008777], [2.39723790831411, 48.853046339141265]]}";48.8522252096, 2.39789373249
734;802.0;6404;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.394201806953479, 48.856440984487755], [2.395808762977788, 48.85429071647861]]}";48.8553658505, 2.39500528497
737;805.0;4748;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.398553086789803, 48.85032663500723], [2.39898272190297, 48.848970420805045], [2.39914301978186, 48.84874298448257], [2.399031606954062, 48.84816547612281]]}";48.8492454082, 2.39888582985
742;811.0;6396;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.391222054945819, 48.85569916460904], [2.392549631430707, 48.85350738767864]]}";48.8546032761, 2.39188584319
749;819.0;6409;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.383242111306457, 48.86715300835129], [2.382985918828615, 48.86730414576973], [2.38066780834655, 48.86903125486167]]}";48.868080083, 2.38194695084
752;822.0;6415;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.378404576300959, 48.870815559884846], [2.377162478221207, 48.87198978310011]]}";48.8714026715, 2.37778352726
756;826.0;6410;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.380428946729749, 48.86890867360927], [2.382650302791191, 48.867248809988475], [2.382799195818951, 48.86704668862295]]}";48.8680014552, 2.38163800815
757;827.0;6408;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.38285864860378, 48.866946850094195], [2.38325940122427, 48.86635860961455], [2.387204262684827, 48.86291726046541]]}";48.8648790905, 2.38497176363
763;833.0;6366;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.303169370894148, 48.87909807451132], [2.305002948220925, 48.87947692639041]]}";48.8792875005, 2.30408615956
764;834.0;6269;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.309163357119761, 48.880368545268524], [2.31247476151893, 48.88079858086278]]}";48.8805835631, 2.31081905932
768;838.0;6041;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.324161243962369, 48.88271049791064], [2.32589041265414, 48.883045415377566]]}";48.8828779566, 2.32502582831
772;842.0;6270;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315368481428127, 48.88126311359978], [2.312550239643029, 48.880936451605805]]}";48.8810997826, 2.31395936054
774;844.0;6266;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.309118378594679, 48.88049919574914], [2.304943967114177, 48.87960820824743]]}";48.880053702, 2.30703117285
779;850.0;5942;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34195712949603, 48.882291871053226], [2.344521789509038, 48.88279757251426]]}";48.8825447218, 2.3432394595
780;851.0;1596;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346886791657941, 48.883263846875586], [2.349441024218693, 48.88358671332522]]}";48.8834252801, 2.34816390794
794;865.0;4883;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.373178451079419, 48.88363168933859], [2.370237585371207, 48.8828464867756]]}";48.8832390881, 2.37170801823
