(1, 0, 829.792667176741, 6.084400918133179)
(1, 1, 784.987070969608, 4.894418972587341)
(1, 2, 864.0916591015753, 5.286861793707999)
(1, 3, 917.6473490762371, 6.009735232891044)
(1, 4, 957.8835466060318, 6.169717440727506)
(1, 5, 874.0357024820047, 5.4557546497310545)
(1, 6, 813.8202092743435, 4.495892503168385)

(2, 0, 925.1762175745781, 5.339928664072695)
(2, 1, 942.2086417552335, 6.459330438164435)
(2, 2, 951.292497236842, 6.763409401209323)
(2, 3, 888.5001170541232, 5.962009429361139)
(2, 4, 1011.5177067486499, 7.18860333387284)
(2, 5, 901.1134679534389, 6.159001846034301)
(2, 6, 775.2296130126804, 4.72845955558456)

(3, 0, 921.976220924538, 6.157638730303781)
(3, 1, 911.0680520707679, 6.004705268988989)
(3, 2, 917.5134656687163, 6.645942076147109)
(3, 3, 972.8584632735106, 7.781180739433209)
(3, 4, 937.5218109413753, 7.572183052617831)
(3, 5, 681.7789449465891, 4.244062448644165)
(3, 6, 440.3800247475085, 2.9106715269881236)

(4, 0, 731.3809350839773, 4.5777392695281565)
(4, 1, 872.4024084525519, 6.251722667016741)
(4, 2, 923.9616638135357, 7.308500131682954)
(4, 3, 959.8200722293037, 7.386302578684201)
(4, 4, 990.2027682054613, 7.328104681404467)
(4, 5, 870.4865603644631, 5.817692808330636)
(4, 6, 776.902524576243, 4.944573630752157)

(5, 0, 928.8227596990122, 6.360431935893711)
(5, 1, 912.1028023983313, 7.113464546402583)
(5, 2, 942.4179861607423, 7.20509388603737)
(5, 3, 914.934516505988, 6.864917064303554)
(5, 4, 978.5249642113477, 7.727013925039072)
(5, 5, 881.6403240574206, 6.110849874104898)
(5, 6, 816.881412694249, 4.704465280965185)

(6, 0, 925.1543173025675, 6.6676394076842005)
(6, 1, 956.436063614326, 7.5128921942960565)
(6, 2, 962.5484925118167, 7.521827377824573)
(6, 3, 995.6527807168391, 7.695784287792666)
(6, 4, 1005.413817527396, 8.156475366530206)
(6, 5, 905.6451163326385, 6.325198275578386)
(6, 6, 790.0222280921738, 4.776428052565518)

(7, 0, 922.21811675462, 6.452091029023822)
(7, 1, 957.2393631413961, 7.210206236594668)
(7, 2, 988.8378037073776, 7.483469049983479)
(7, 3, 950.1902479970731, 8.739839101093775)
(7, 4, 994.0474130828784, 7.781921239083926)
(7, 5, 886.5008557938164, 6.16891927339503)
(7, 6, 820.09856286631, 5.213497135666781)

(8, 0, 922.2751698885, 6.421986540872312)
(8, 1, 951.8644301288435, 6.826029071688227)
(8, 2, 975.4938115955728, 7.106450443323784)
(8, 3, 946.2394293147092, 8.286426054598762)
(8, 4, 991.3815905646683, 7.705468801475991)
(8, 5, 889.3296378209287, 6.119938140215493)
(8, 6, 791.238696377889, 4.6825972291770634)

(9, 0, 878.3426894768259, 6.311792984550143)
(9, 1, 943.1607780507795, 7.47810319410331)
(9, 2, 967.0978494094348, 8.325666010498695)
(9, 3, 987.8661808057635, 9.574199148378634)
(9, 4, 1013.3988158887297, 8.445908091973692)
(9, 5, 918.9182217759071, 6.8167648898693)
(9, 6, 853.4648719054778, 6.162889095374008)

(10, 0, 904.1917180747522, 6.074931547520938)
(10, 1, 920.249821070949, 6.782359893627542)
(10, 2, 929.2255314293132, 7.230842462180552)
(10, 3, 961.6518229422348, 6.648810342006209)
(10, 4, 953.4609048953262, 6.82640514257465)
(10, 5, 878.5119765248946, 5.591325269866092)
(10, 6, 803.1506927760288, 4.378176731940122)

(11, 0, 864.0115961532154, 5.516398070043076)
(11, 1, 578.6250876554612, 4.202245964540902)
(11, 2, 658.7587637482009, 4.502390265102154)
(11, 3, 907.0246657272085, 6.800996264010015)
(11, 4, 960.2339332375188, 7.095374967337367)
(11, 5, 859.4954707966235, 5.664858452237815)
(11, 6, 789.9438227715846, 4.434884706956734)

(12, 0, 913.6764716357978, 6.59282476363178)
(12, 1, 949.0018523930119, 7.607744009351318)
(12, 2, 973.3280731976854, 7.771663524670122)
(12, 3, 979.7361977297959, 7.808144693065484)
(12, 4, 1006.3442828698167, 7.901733254994147)
(12, 5, 918.2277118837284, 6.786148131252244)
(12, 6, 817.9101944627295, 5.554881344759455)

(13, 0, 940.4015506919219, 6.94449896947699)
(13, 1, 944.725181415194, 7.117901822360958)
(13, 2, 969.8690041521139, 7.065778026758113)
(13, 3, 911.115150070664, 7.38912521779155)
(13, 4, 1011.5425033664984, 8.338207376753077)
(13, 5, 868.0169714379412, 5.688627708470135)
(13, 6, 772.0755480579295, 4.439223173140257)

(14, 0, 733.6298270135104, 3.96216989508996)
(14, 1, 952.0288108001147, 6.80136481731189)
(14, 2, 973.8693581848706, 7.049774426186348)
(14, 3, 980.4498287276425, 8.268334376338153)
(14, 4, 1009.0524966526228, 7.818428529440618)
(14, 5, 920.9826644315136, 6.272514216218029)
(14, 6, 837.058301479142, 5.20036563071306)
(15, 0, 952.3516609656612, 6.322368767267497)
(15, 1, 939.9973527769565, 8.527368870496385)
(15, 2, 972.6504082035746, 8.007943509892453)
(15, 3, 1019.4624210422414, 7.70140150019742)
(15, 4, 1014.4172492525985, 8.516377016327818)
(15, 5, 926.5548739965773, 6.3895348072114855)
(15, 6, 879.0246620054276, 5.839091391079669)
(16, 0, 968.5707336523052, 6.643680223285558)
(16, 1, 993.9738685166758, 7.5107400066072705)
(16, 2, 989.700952015736, 7.633608989963066)
(16, 3, 1009.1224886344423, 8.193167199865334)
(16, 4, 1035.5557892634793, 8.488614503943877)
(16, 5, 943.9804847534515, 6.513178087675917)
(16, 6, 879.1237515876688, 5.173106491075636)
(17, 0, 973.8905908424467, 6.915205945081378)
(17, 1, 1001.3242017986669, 7.473297449099047)
(17, 2, 1018.6937622904359, 8.404976169049826)
(17, 3, 1028.9751633654407, 8.579248349415984)
(17, 4, 1051.6461353066934, 8.613954988288887)
(17, 5, 907.2484506143711, 6.088303229705292)
(17, 6, 833.1086846828463, 4.661756239628903)
(18, 0, 938.5694592228461, 6.569142703212342)
(18, 1, 966.3561994156527, 7.915092185243706)
(18, 2, 715.8546853521849, 4.053381164716502)
(18, 3, 950.2435200375029, 6.846409320700466)
(18, 4, 958.8688010220936, 6.899505541912834)
(18, 5, 866.5820724888501, 5.28566198495642)
(18, 6, 798.7613243441684, 4.32387357319271)
(19, 0, 915.6710282861895, 5.543713810316225)
(19, 1, 923.138997738007, 7.126721442352495)
(19, 2, 744.3036527530187, 4.3482661195385495)
(19, 3, 726.9691000334543, 4.169688859150215)
(19, 4, 842.1071278054642, 5.47110077934246)
(19, 5, 797.7044170321025, 4.532109262544788)
(19, 6, 778.4281675463067, 4.076992637913059)
(20, 0, 969.3961919913339, 6.518014419659525)
(20, 1, 990.5534198395078, 7.323093733993552)
(20, 2, 984.3192593346215, 7.167639976939051)
(20, 3, 986.9337930452399, 7.725506414584764)
(20, 4, 1031.1819435642567, 8.324385444114688)
(20, 5, 889.4536014345971, 5.763952445787614)
(20, 6, 800.4856122687893, 4.807064253938565)
(21, 0, 787.8305167993069, 4.794392461123545)
(21, 1, 947.7336677796314, 8.117008347245486)
(21, 2, 996.0611665606045, 8.294085139163421)
(21, 3, 1001.8934983277592, 8.834505016722465)
(21, 4, 1013.3514732202041, 8.853337531486229)
(21, 5, 927.1703320396718, 6.284824360632923)
(21, 6, 829.900248283676, 4.991595014330591)
(22, 0, 980.5162792240084, 7.300885425302672)
(22, 1, 769.0804386622409, 7.571021165720875)
(22, 2, 1013.4872847044766, 8.108737928516968)
(22, 3, 985.9020971009202, 9.533563577192567)
(22, 4, 1040.063638337675, 8.809250350771755)
(22, 5, 948.3659726871052, 6.62313897442767)
(22, 6, 895.6307867730893, 5.214162586357237)
(23, 0, 977.6648100375234, 7.08522514071294)
(23, 1, 978.7261854282345, 7.949745919569306)
(23, 2, 994.250992435399, 8.079826616682356)
(23, 3, 1008.3066377316748, 8.54380802359493)
(23, 4, 1054.4830159951803, 8.591815018069923)
(23, 5, 943.6617441162736, 6.329185279018646)
(23, 6, 855.6903882101602, 4.872441417985219)
