(1, 0, 616.5040053535921, 5.183345363686887)
(1, 1, 676.4005644717159, 6.057622153438037)
(1, 2, 693.3306433208775, 6.527828805400384)
(1, 3, 717.5166489550087, 7.32264422544567)
(1, 4, 739.4022755009638, 7.504392678868545)
(1, 5, 654.4869990359466, 6.17544697390342)
(1, 6, 618.1636780388013, 5.102304517630146)
(2, 0, 680.3856379096067, 6.5904861634694125)
(2, 1, 703.6859992517183, 7.462582117804255)
(2, 2, 711.756661451206, 7.623621719205687)
(2, 3, 717.2852276500581, 8.510261524822761)
(2, 4, 729.0726959989075, 7.897661985096574)
(2, 5, 673.9167715827333, 6.215659583886622)
(2, 6, 606.8052968090107, 5.320289935262568)
(3, 0, 672.6428928948503, 6.390324013660282)
(3, 1, 694.7014843643053, 7.744635930400097)
(3, 2, 715.8893052730415, 8.068148168763155)
(3, 3, 737.7157138113565, 8.345335733074894)
(3, 4, 751.7026598755007, 8.324757564811447)
(3, 5, 693.1162326761656, 6.736133752468947)
(3, 6, 639.8368370675665, 5.7413778682354994)
(4, 0, 683.6572220270867, 6.651179330462592)
(4, 1, 696.8732379521, 7.291937009626658)
(4, 2, 709.5164825895013, 7.7136596566884466)
(4, 3, 731.316794578866, 8.356685707947396)
(4, 4, 744.3316729103244, 8.674385722191534)
(4, 5, 692.8662628508997, 6.805449817417314)
(4, 6, 637.8086480686726, 5.714139179960778)
(5, 0, 679.0972403294446, 7.272400343024821)
(5, 1, 695.1900140674478, 8.118119037053532)
(5, 2, 723.5075255503162, 7.906238854213107)
(5, 3, 738.3096970762299, 8.38253682578364)
(5, 4, 744.6449697229278, 8.388021793566558)
(5, 5, 669.397435897436, 6.155492424242378)
(5, 6, 615.0044153210056, 5.164962397730111)
(6, 0, 671.7686450909393, 6.050430524607356)
(6, 1, 681.4241062566862, 7.354708421544729)
(6, 2, 716.1311844516383, 7.080492372087982)
(6, 3, 726.5309272506897, 7.237823633547276)
(6, 4, 725.8040667991719, 7.546161468799009)
(6, 5, 658.6577377119592, 6.110752599211301)
(6, 6, 607.5194874595328, 5.198537995594708)
(7, 0, 671.7747665919517, 6.285907777013133)
(7, 1, 691.589755360799, 6.982347764371932)
(7, 2, 724.459933952692, 7.7432177554917025)
(7, 3, 709.225030319632, 7.506997774067896)
(7, 4, 732.7783054873986, 7.4673927447407245)
(7, 5, 671.031646703672, 6.394179075614042)
(7, 6, 630.3533558027627, 5.404313010823896)
(8, 0, 675.3605536938883, 6.53552522517551)
(8, 1, 714.3861523167168, 7.758496091052338)
(8, 2, 729.5900887746766, 8.124702635573355)
(8, 3, 737.7822889664208, 8.617644303623141)
(8, 4, 760.7909642668976, 8.765982283301623)
(8, 5, 706.1959918783292, 7.0754293445248795)
(8, 6, 648.8545911580584, 5.751667128987568)
(9, 0, 685.5232766364676, 7.455883084921074)
(9, 1, 711.2247670369449, 8.318779136730116)
(9, 2, 718.9870431893657, 8.794158770037466)
(9, 3, 730.5389735553372, 8.684147315649005)
(9, 4, 766.1702327022138, 8.640238470313468)
(9, 5, 681.603139960848, 7.063063332427355)
(9, 6, 622.4458384996906, 5.803214411868594)
(10, 0, 675.0480032536708, 7.158702570379497)
(10, 1, 701.341255562006, 7.843193986263627)
(10, 2, 709.6838724012666, 8.05110465272744)
(10, 3, 744.0102392898485, 7.999049128367717)
(10, 4, 753.2958525434514, 8.22181447502548)
(10, 5, 697.0921670010804, 6.41713520749666)
(10, 6, 645.5733312731764, 5.470575944280743)
(11, 0, 697.7015513011244, 6.817489258861507)
(11, 1, 712.0742635404193, 8.080341052744874)
(11, 2, 733.2022125260646, 7.737775093934466)
(11, 3, 747.4225129678551, 8.57342615988392)
(11, 4, 757.2267495600739, 8.360354694164075)
(11, 5, 674.2019467252636, 6.509315252416815)
(11, 6, 633.3772557044116, 5.652333431960644)
(12, 0, 699.1055002993484, 6.809990313727685)
(12, 1, 715.5016756861226, 7.812133394490425)
(12, 2, 729.1878485516448, 8.10814117137599)
(12, 3, 729.8981649964445, 8.570978785346576)
(12, 4, 743.186004419253, 8.357129786604352)
(12, 5, 703.7472192872913, 6.701604120282228)
