(1, 3, 539.2560763995949, 4.530871414927805)
(1, 4, 592.6187417978983, 5.30181382318116)
(1, 5, 587.3337375558187, 5.106296959889037)
(1, 6, 567.8438283638762, 4.460625380357629)
(2, 0, 643.8569047179708, 5.082458527547044)
(2, 1, 668.1081461423275, 6.038747180288134)
(2, 2, 683.29187091754, 5.945089543616529)
(2, 3, 682.2277649368965, 6.667587079702067)
(2, 4, 674.5562459070081, 6.818120844008156)
(2, 5, 620.8868790121439, 5.215637670740483)
(2, 6, 513.560812361668, 3.5332638043919102)
(3, 0, 673.9585394774502, 6.067241428941557)
(3, 1, 695.9476175869117, 7.02246858194586)
(3, 2, 708.5952464788743, 7.1565401451446)
(3, 3, 721.8571010804529, 7.825293063892678)
(3, 4, 740.4680953929552, 7.6220055113288785)
(3, 5, 666.750191280864, 5.974003685786691)
(3, 6, 612.9029709060344, 5.012236933395018)
(4, 0, 672.0223669123657, 6.0574729241877785)
(4, 1, 704.0941100601896, 6.819615706413543)
(4, 2, 715.9106695331702, 7.09339009958151)
(4, 3, 737.6221613555994, 7.746400161401914)
(4, 4, 748.7132634075516, 7.7190642902610325)
(4, 5, 629.1491374524949, 5.883114560281348)
(4, 6, 602.0099064416487, 5.075436198951243)
(5, 0, 876.678509898744, 9.228964928201558)
(5, 1, 686.9935424997415, 6.6913375796179215)
(5, 2, 715.8836285901334, 7.327044297941326)
(5, 3, 721.7227893940006, 8.684717339941287)
(5, 4, 738.0473289942289, 7.747930014077736)
(5, 5, 667.1619237779279, 6.134378229417875)
(5, 6, 594.3143686174799, 4.987160799677395)
(6, 0, 670.2395030394815, 6.111090360580413)
(6, 1, 702.1773805855187, 6.907447732669333)
(6, 2, 718.1083871894338, 7.322529998554375)
(6, 3, 730.0555942195089, 7.798301480097696)
(6, 4, 734.3345349099346, 8.217267617812391)
(6, 5, 684.4268919972095, 6.861168583482655)
(6, 6, 620.9992135039133, 5.309746916082674)
(7, 0, 681.0068563346794, 6.374249978385639)
(7, 1, 712.8760352603558, 7.149435093382562)
(7, 2, 731.0936310560317, 7.6700135802826495)
(7, 3, 744.7939460277859, 8.233419119773346)
(7, 4, 756.282182368456, 8.010871951924264)
(7, 5, 683.1408003122353, 6.55717191086318)
(7, 6, 621.8829020770304, 5.073047160169383)
(8, 0, 681.9584536906158, 5.971158090370609)
(8, 1, 692.3548762558203, 6.945552373513831)
(8, 2, 718.0859718988706, 6.663236354199739)
(8, 3, 729.5721198581707, 6.739559834140425)
(8, 4, 708.5616716466772, 7.685290879592088)
(8, 5, 650.1399006078535, 5.594928395776093)
(8, 6, 620.2500792034404, 5.298695032987466)
(9, 0, 655.7005802747581, 5.7318388639328335)
(9, 1, 682.7010122492395, 6.3777883561249356)
(9, 2, 689.749644331796, 6.793430510034002)
(9, 3, 702.0351077546511, 7.623336700822641)
(9, 4, 735.6155354434027, 7.316072723055089)
(9, 5, 675.700294985249, 6.193064909428718)
(9, 6, 627.7927921465741, 5.112035825409302)
(10, 0, 691.3494040792922, 6.40919716476213)
(10, 1, 721.3360239408057, 7.319891094528831)
(10, 2, 729.8390697769853, 7.786971698929713)
(10, 3, 731.9649445662692, 7.743450681890314)
(10, 4, 778.4892720699974, 8.444034090909149)
(10, 5, 711.1770103774745, 6.590646725477615)
(10, 6, 652.7260060445477, 6.176779377694375)
(11, 0, 705.5963604028382, 6.5404246571320455)
(11, 1, 719.7377696874403, 7.41203475402145)
(11, 2, 738.2352461054031, 7.289770318021249)
(11, 3, 755.2610948191594, 7.886624447717191)
(11, 4, 767.6485598158554, 7.540790284255979)
(11, 5, 692.8637040715001, 5.9211694781925)
(11, 6, 621.8261344328897, 4.793902831873922)
(12, 0, 703.193707972114, 6.421106599281456)
(12, 1, 732.2680579374769, 7.102376994196138)
(12, 2, 752.6570824567912, 7.38265561372897)
(12, 3, 757.5588444462755, 7.855225175715198)
(12, 4, 776.7258906243583, 7.79363057324838)
(12, 5, 686.5542025596858, 5.693525325031017)
(12, 6, 632.548552480287, 4.765646514318784)
(13, 0, 635.6810590673138, 4.836951374451427)
(13, 1, 715.6643644936462, 8.195790625359953)
(13, 2, 742.8507911781602, 7.484643957499564)
(13, 3, 742.3250471388744, 8.422564250649824)
(13, 4, 789.8684052979081, 7.860345871163009)
(13, 5, 697.030201149427, 6.536196443007273)
(13, 6, 620.2202719635184, 5.0495064452445035)
(14, 0, 727.6788658418992, 6.718506212077499)
(14, 1, 749.791172852164, 7.553556413062282)
(14, 2, 767.1954662629425, 7.90518522786195)
(14, 3, 757.4861755492319, 8.436385938582337)
(14, 4, 757.6846429522207, 9.392924337738792)
(14, 5, 672.3885869342619, 5.75304883337669)
(14, 6, 615.1860745996281, 4.828379043702385)
(15, 0, 590.2351495507341, 4.541099788055653)
(15, 1, 746.0100522273425, 7.359494511842936)
(15, 2, 754.9339496451441, 8.028554130027375)
(15, 3, 769.4140251134978, 8.533046913295443)
(15, 4, 788.9126873310956, 8.100121282125336)
