id_arc_trafic;horodate;debit;taux
158;2016-02-02T14:00:00+01:00;;
158;2016-02-03T12:00:00+01:00;;
158;2016-02-03T18:00:00+01:00;;
158;2016-02-03T21:00:00+01:00;;
158;2016-02-04T05:00:00+01:00;;
158;2016-02-04T19:00:00+01:00;;
158;2016-02-04T21:00:00+01:00;;
158;2016-02-05T12:00:00+01:00;;
158;2016-02-05T18:00:00+01:00;;
158;2016-02-06T04:00:00+01:00;;
158;2016-02-07T03:00:00+01:00;;
158;2016-02-08T05:00:00+01:00;;
158;2016-02-08T10:00:00+01:00;;
158;2016-02-09T04:00:00+01:00;;
158;2016-02-09T07:00:00+01:00;;
158;2016-02-09T21:00:00+01:00;;
158;2016-02-09T23:00:00+01:00;;
158;2016-02-10T03:00:00+01:00;;
158;2016-02-10T17:00:00+01:00;;
158;2016-02-11T21:00:00+01:00;;
158;2016-02-13T06:00:00+01:00;;
158;2016-02-13T13:00:00+01:00;;
158;2016-02-14T00:00:00+01:00;;
158;2016-02-14T06:00:00+01:00;;
158;2016-02-15T03:00:00+01:00;;
158;2016-02-15T06:00:00+01:00;;
158;2016-02-15T16:00:00+01:00;;
158;2016-02-17T15:00:00+01:00;;
158;2016-02-18T01:00:00+01:00;;
158;2016-02-18T21:00:00+01:00;;
158;2016-02-19T04:00:00+01:00;;
158;2016-02-19T20:00:00+01:00;;
158;2016-02-20T12:00:00+01:00;;
158;2016-02-21T00:00:00+01:00;;
158;2016-02-21T10:00:00+01:00;;
158;2016-02-21T15:00:00+01:00;;
158;2016-02-21T19:00:00+01:00;;
158;2016-02-22T10:00:00+01:00;;
158;2016-02-23T15:00:00+01:00;;
158;2016-02-23T19:00:00+01:00;;
158;2016-02-24T07:00:00+01:00;;
158;2016-02-24T11:00:00+01:00;;
158;2016-02-24T12:00:00+01:00;;
158;2016-02-24T13:00:00+01:00;;
158;2016-02-24T21:00:00+01:00;;
158;2016-02-25T12:00:00+01:00;;
158;2016-02-25T13:00:00+01:00;;
159;2016-02-01T08:00:00+01:00;;
159;2016-02-01T20:00:00+01:00;;
159;2016-02-02T05:00:00+01:00;;
159;2016-02-02T21:00:00+01:00;;
159;2016-02-02T22:00:00+01:00;;
159;2016-02-03T03:00:00+01:00;;
159;2016-02-03T04:00:00+01:00;;
159;2016-02-03T13:00:00+01:00;;
159;2016-02-03T17:00:00+01:00;;
159;2016-02-04T23:00:00+01:00;;
159;2016-02-06T06:00:00+01:00;;
159;2016-02-06T17:00:00+01:00;;
159;2016-02-08T08:00:00+01:00;;
159;2016-02-09T00:00:00+01:00;;
159;2016-02-09T18:00:00+01:00;;
159;2016-02-10T06:00:00+01:00;;
159;2016-02-11T03:00:00+01:00;;
159;2016-02-11T14:00:00+01:00;;
159;2016-02-11T19:00:00+01:00;;
159;2016-02-12T03:00:00+01:00;;
159;2016-02-13T00:00:00+01:00;;
159;2016-02-13T05:00:00+01:00;;
159;2016-02-14T20:00:00+01:00;;
159;2016-02-15T00:00:00+01:00;;
159;2016-02-15T04:00:00+01:00;;
159;2016-02-15T13:00:00+01:00;;
159;2016-02-15T15:00:00+01:00;;
159;2016-02-16T13:00:00+01:00;;
159;2016-02-16T21:00:00+01:00;;
159;2016-02-17T01:00:00+01:00;;
159;2016-02-17T08:00:00+01:00;;
159;2016-02-17T17:00:00+01:00;;
159;2016-02-19T07:00:00+01:00;;
159;2016-02-19T10:00:00+01:00;;
159;2016-02-19T13:00:00+01:00;;
159;2016-02-20T03:00:00+01:00;;
159;2016-02-20T17:00:00+01:00;;
159;2016-02-20T18:00:00+01:00;;
159;2016-02-21T19:00:00+01:00;;
159;2016-02-22T08:00:00+01:00;;
159;2016-02-22T18:00:00+01:00;;
159;2016-02-24T05:00:00+01:00;;
159;2016-02-25T03:00:00+01:00;;
159;2016-02-25T08:00:00+01:00;;
159;2016-02-25T10:00:00+01:00;;
159;2016-02-25T14:00:00+01:00;;
159;2016-02-26T17:00:00+01:00;;
159;2016-02-27T15:00:00+01:00;;
159;2016-02-28T21:00:00+01:00;;
160;2016-02-01T07:00:00+01:00;;0.6
160;2016-02-01T22:00:00+01:00;;4.9
160;2016-02-03T06:00:00+01:00;;0.7
160;2016-02-04T11:00:00+01:00;;9.9
5641;2016-02-27T19:00:00+01:00;;0.8
5641;2016-02-28T00:00:00+01:00;;0.2
5641;2016-02-28T09:00:00+01:00;;0.1
5641;2016-02-29T17:00:00+01:00;;0.9
5641;2016-02-29T21:00:00+01:00;;1.8
5642;2016-02-01T06:00:00+01:00;;0.1
5642;2016-02-01T10:00:00+01:00;;5.3
5642;2016-02-01T17:00:00+01:00;;3.4
5642;2016-02-03T03:00:00+01:00;;0.6
5642;2016-02-04T07:00:00+01:00;;0.2
5642;2016-02-04T21:00:00+01:00;;4.7
5642;2016-02-06T10:00:00+01:00;;0.9
5642;2016-02-07T06:00:00+01:00;;0.2
5642;2016-02-07T07:00:00+01:00;;0.2
5642;2016-02-07T14:00:00+01:00;;2.1
5642;2016-02-07T23:00:00+01:00;;0.9
5642;2016-02-09T07:00:00+01:00;;0.2
5642;2016-02-09T10:00:00+01:00;;4.9
5642;2016-02-09T21:00:00+01:00;;3.3
5642;2016-02-10T17:00:00+01:00;;3.4
5642;2016-02-10T20:00:00+01:00;;4.3
5642;2016-02-11T04:00:00+01:00;;0.3
5642;2016-02-11T20:00:00+01:00;;3.2
5642;2016-02-12T08:00:00+01:00;;0.4
5642;2016-02-12T14:00:00+01:00;;2.9
5642;2016-02-13T02:00:00+01:00;;1.3
5642;2016-02-13T03:00:00+01:00;;0.9
5642;2016-02-13T16:00:00+01:00;;2.9
5642;2016-02-14T13:00:00+01:00;;2.0
5642;2016-02-14T21:00:00+01:00;;2.1
5642;2016-02-16T18:00:00+01:00;;3.8
5642;2016-02-17T17:00:00+01:00;;4.2
5642;2016-02-17T22:00:00+01:00;;3.0
5642;2016-02-18T21:00:00+01:00;;3.9
5642;2016-02-20T11:00:00+01:00;;1.1
5642;2016-02-21T11:00:00+01:00;;0.8
5642;2016-02-21T20:00:00+01:00;;2.1
5642;2016-02-22T05:00:00+01:00;;0.1
5642;2016-02-22T11:00:00+01:00;;3.1
5642;2016-02-22T23:00:00+01:00;;0.9
5642;2016-02-23T12:00:00+01:00;;4.2
5642;2016-02-23T16:00:00+01:00;;2.3
5642;2016-02-23T22:00:00+01:00;;1.9
5642;2016-02-24T06:00:00+01:00;;0.1
5642;2016-02-24T09:00:00+01:00;;1.2
5642;2016-02-24T10:00:00+01:00;;2.4
5642;2016-02-24T13:00:00+01:00;;2.5
5642;2016-02-24T20:00:00+01:00;;3.2
5642;2016-02-25T00:00:00+01:00;;2.7
5642;2016-02-25T06:00:00+01:00;;0.3
5642;2016-02-25T11:00:00+01:00;;3.4
5642;2016-02-25T22:00:00+01:00;;2.1
5642;2016-02-27T10:00:00+01:00;;0.7
5642;2016-02-28T11:00:00+01:00;;0.5
5642;2016-02-28T19:00:00+01:00;;1.9
5642;2016-02-29T04:00:00+01:00;;0.1
5642;2016-02-29T12:00:00+01:00;;2.2
5643;2016-02-01T12:00:00+01:00;;
5643;2016-02-01T13:00:00+01:00;;
5643;2016-02-01T22:00:00+01:00;;
5643;2016-02-03T04:00:00+01:00;;
5643;2016-02-03T21:00:00+01:00;;
5643;2016-02-04T00:00:00+01:00;;
5643;2016-02-04T22:00:00+01:00;;
5643;2016-02-05T00:00:00+01:00;;
5643;2016-02-05T03:00:00+01:00;;
5643;2016-02-08T12:00:00+01:00;;
5643;2016-02-08T15:00:00+01:00;;
5643;2016-02-09T06:00:00+01:00;;
5643;2016-02-09T17:00:00+01:00;;
5643;2016-02-09T23:00:00+01:00;;
5643;2016-02-10T06:00:00+01:00;;
5643;2016-02-11T02:00:00+01:00;;
5643;2016-02-11T13:00:00+01:00;;
5643;2016-02-12T10:00:00+01:00;;
5643;2016-02-13T09:00:00+01:00;;
5643;2016-02-16T00:00:00+01:00;;
5643;2016-02-16T01:00:00+01:00;;
5643;2016-02-16T18:00:00+01:00;;
5643;2016-02-16T19:00:00+01:00;;
5643;2016-02-17T15:00:00+01:00;;
5643;2016-02-18T23:00:00+01:00;;
5643;2016-02-19T05:00:00+01:00;;
5643;2016-02-19T07:00:00+01:00;;
5643;2016-02-20T03:00:00+01:00;;
5643;2016-02-20T04:00:00+01:00;;
5643;2016-02-20T12:00:00+01:00;;
5643;2016-02-20T17:00:00+01:00;;
5643;2016-02-21T11:00:00+01:00;;
5643;2016-02-22T09:00:00+01:00;;
5643;2016-02-22T23:00:00+01:00;;
5643;2016-02-24T07:00:00+01:00;;
5643;2016-02-25T07:00:00+01:00;;
5643;2016-02-26T00:00:00+01:00;;
5643;2016-02-26T23:00:00+01:00;;
5643;2016-02-27T03:00:00+01:00;;
5644;2016-02-01T03:00:00+01:00;;
5644;2016-02-01T05:00:00+01:00;;
5644;2016-02-01T06:00:00+01:00;;
5644;2016-02-02T01:00:00+01:00;;
69;2016-02-03T19:00:00+01:00;;
69;2016-02-05T00:00:00+01:00;;
69;2016-02-05T03:00:00+01:00;;
69;2016-02-05T10:00:00+01:00;;
69;2016-02-05T19:00:00+01:00;;
69;2016-02-06T00:00:00+01:00;;
69;2016-02-07T01:00:00+01:00;;
69;2016-02-07T04:00:00+01:00;;
69;2016-02-07T07:00:00+01:00;;
69;2016-02-08T08:00:00+01:00;;
69;2016-02-09T18:00:00+01:00;;
69;2016-02-09T22:00:00+01:00;;
69;2016-02-10T04:00:00+01:00;;
69;2016-02-10T11:00:00+01:00;;
69;2016-02-10T18:00:00+01:00;;
69;2016-02-11T02:00:00+01:00;;
69;2016-02-11T07:00:00+01:00;;
69;2016-02-12T03:00:00+01:00;;
69;2016-02-12T06:00:00+01:00;;
69;2016-02-13T05:00:00+01:00;;
69;2016-02-13T07:00:00+01:00;;
69;2016-02-13T12:00:00+01:00;;
69;2016-02-15T22:00:00+01:00;;
69;2016-02-16T08:00:00+01:00;;
69;2016-02-16T15:00:00+01:00;;
69;2016-02-16T22:00:00+01:00;;
69;2016-02-17T09:00:00+01:00;;
69;2016-02-18T03:00:00+01:00;;
69;2016-02-18T06:00:00+01:00;;
69;2016-02-18T21:00:00+01:00;;
69;2016-02-19T18:00:00+01:00;;
69;2016-02-20T01:00:00+01:00;;
69;2016-02-21T03:00:00+01:00;;
69;2016-02-21T14:00:00+01:00;;
69;2016-02-22T09:00:00+01:00;;
69;2016-02-23T16:00:00+01:00;;
69;2016-02-23T22:00:00+01:00;;
69;2016-02-24T01:00:00+01:00;;
69;2016-02-24T13:00:00+01:00;;
69;2016-02-24T15:00:00+01:00;;
69;2016-02-24T19:00:00+01:00;;
69;2016-02-25T13:00:00+01:00;;
69;2016-02-28T20:00:00+01:00;;
69;2016-02-29T10:00:00+01:00;;
69;2016-02-29T23:00:00+01:00;;
70;2016-02-01T06:00:00+01:00;;0.9
70;2016-02-01T11:00:00+01:00;;22.1
70;2016-02-01T12:00:00+01:00;;31.1
70;2016-02-01T18:00:00+01:00;;10.5
70;2016-02-02T18:00:00+01:00;;10.8
70;2016-02-02T19:00:00+01:00;;9.8
70;2016-02-02T23:00:00+01:00;;7.0
70;2016-02-03T06:00:00+01:00;;1.1
70;2016-02-03T20:00:00+01:00;;11.4
70;2016-02-03T22:00:00+01:00;;12.5
70;2016-02-04T00:00:00+01:00;;6.9
70;2016-02-04T02:00:00+01:00;;4.9
70;2016-02-05T06:00:00+01:00;;1.3
70;2016-02-05T07:00:00+01:00;;2.1
70;2016-02-05T18:00:00+01:00;;11.4
70;2016-02-06T19:00:00+01:00;;11.7
70;2016-02-07T01:00:00+01:00;;15.8
70;2016-02-07T05:00:00+01:00;;5.1
70;2016-02-07T18:00:00+01:00;;11.8
70;2016-02-09T20:00:00+01:00;;11.3
70;2016-02-10T15:00:00+01:00;;12.5
70;2016-02-10T19:00:00+01:00;;11.4
70;2016-02-12T05:00:00+01:00;;1.3
70;2016-02-12T11:00:00+01:00;;15.4
70;2016-02-12T18:00:00+01:00;;10.7
70;2016-02-13T14:00:00+01:00;;11.4
70;2016-02-13T17:00:00+01:00;;12.7
70;2016-02-14T00:00:00+01:00;;10.9
70;2016-02-14T01:00:00+01:00;;11.1
70;2016-02-14T23:00:00+01:00;;7.3
70;2016-02-15T00:00:00+01:00;;7.2
70;2016-02-15T01:00:00+01:00;;6.0
70;2016-02-16T14:00:00+01:00;;21.3
70;2016-02-17T16:00:00+01:00;;29.9
70;2016-02-18T18:00:00+01:00;;15.1
70;2016-02-19T02:00:00+01:00;;7.2
70;2016-02-20T15:00:00+01:00;;9.8
70;2016-02-22T03:00:00+01:00;;1.4
70;2016-02-22T05:00:00+01:00;;0.9
70;2016-02-23T04:00:00+01:00;;1.1
70;2016-02-24T00:00:00+01:00;;6.5
70;2016-02-24T03:00:00+01:00;;2.0
70;2016-02-24T20:00:00+01:00;;10.6
70;2016-02-26T12:00:00+01:00;;14.8
70;2016-02-27T00:00:00+01:00;;10.6
70;2016-02-27T01:00:00+01:00;;11.6
70;2016-02-27T07:00:00+01:00;;2.4
70;2016-02-27T12:00:00+01:00;;8.0
70;2016-02-28T11:00:00+01:00;;4.4
70;2016-02-28T22:00:00+01:00;;7.9
70;2016-02-29T03:00:00+01:00;;1.6
70;2016-02-29T07:00:00+01:00;;1.9
70;2016-02-29T11:00:00+01:00;;21.0
70;2016-02-29T17:00:00+01:00;;10.2
71;2016-02-01T14:00:00+01:00;;5.4
5279;2016-08-30T12:00:00+02:00;;32.1
5279;2016-08-30T20:00:00+02:00;;35.6
5279;2016-08-31T17:00:00+02:00;;33.4
5282;2016-08-01T05:00:00+02:00;;4.9
5282;2016-08-01T06:00:00+02:00;;4.2
5282;2016-08-02T12:00:00+02:00;;33.1
5282;2016-08-02T20:00:00+02:00;;29.0
5282;2016-08-03T07:00:00+02:00;;0.0
5282;2016-08-03T21:00:00+02:00;;
5282;2016-08-04T10:00:00+02:00;;
5282;2016-08-04T11:00:00+02:00;;
5282;2016-08-05T09:00:00+02:00;;
5282;2016-08-05T23:00:00+02:00;;
5282;2016-08-06T10:00:00+02:00;;
5282;2016-08-06T14:00:00+02:00;;
5282;2016-08-06T20:00:00+02:00;;
5282;2016-08-07T15:00:00+02:00;;
5282;2016-08-10T09:00:00+02:00;;
5282;2016-08-13T10:00:00+02:00;;
5282;2016-08-13T15:00:00+02:00;;
5282;2016-08-14T22:00:00+02:00;;
5282;2016-08-15T13:00:00+02:00;;
5282;2016-08-16T02:00:00+02:00;;
5282;2016-08-16T07:00:00+02:00;;
5282;2016-08-16T20:00:00+02:00;;
5282;2016-08-17T05:00:00+02:00;;
5282;2016-08-17T12:00:00+02:00;;
5282;2016-08-19T17:00:00+02:00;;0.0
5282;2016-08-20T12:00:00+02:00;;
5282;2016-08-20T15:00:00+02:00;;
5282;2016-08-20T23:00:00+02:00;;
5282;2016-08-21T17:00:00+02:00;;
5282;2016-08-23T15:00:00+02:00;;
5282;2016-08-24T12:00:00+02:00;;1.1
5282;2016-08-24T23:00:00+02:00;;
5282;2016-08-26T07:00:00+02:00;;6.1
5282;2016-08-26T09:00:00+02:00;;15.6
5282;2016-08-26T14:00:00+02:00;;21.3
5282;2016-08-26T19:00:00+02:00;;30.6
5282;2016-08-27T09:00:00+02:00;;9.9
5282;2016-08-27T11:00:00+02:00;;12.7
5282;2016-08-27T17:00:00+02:00;;23.5
5282;2016-08-27T19:00:00+02:00;;27.1
5282;2016-08-28T19:00:00+02:00;;19.2
5282;2016-08-28T23:00:00+02:00;;18.2
5282;2016-08-29T07:00:00+02:00;;5.7
5282;2016-08-29T15:00:00+02:00;;32.9
5282;2016-08-30T08:00:00+02:00;;4.6
5282;2016-08-30T18:00:00+02:00;;35.5
5282;2016-08-30T19:00:00+02:00;;43.8
5282;2016-08-31T00:00:00+02:00;;
5283;2016-08-01T08:00:00+02:00;;0.3
5283;2016-08-02T00:00:00+02:00;;1.0
5283;2016-08-03T12:00:00+02:00;;0.7
5283;2016-08-05T14:00:00+02:00;;0.8
5283;2016-08-05T21:00:00+02:00;;1.2
5283;2016-08-06T08:00:00+02:00;;0.0
5283;2016-08-06T21:00:00+02:00;;0.6
5283;2016-08-08T21:00:00+02:00;;0.8
5283;2016-08-09T14:00:00+02:00;;0.6
5283;2016-08-09T21:00:00+02:00;;0.9
5283;2016-08-10T20:00:00+02:00;;0.9
5283;2016-08-11T08:00:00+02:00;;0.0
5283;2016-08-11T13:00:00+02:00;;0.5
5283;2016-08-11T17:00:00+02:00;;0.7
5283;2016-08-13T04:00:00+02:00;;0.3
5283;2016-08-13T17:00:00+02:00;;0.4
5283;2016-08-15T09:00:00+02:00;;0.1
5283;2016-08-15T21:00:00+02:00;;0.4
5283;2016-08-15T22:00:00+02:00;;0.6
5283;2016-08-16T09:00:00+02:00;;0.1
5283;2016-08-16T12:00:00+02:00;;0.6
5283;2016-08-16T20:00:00+02:00;;0.8
5283;2016-08-17T14:00:00+02:00;;0.6
5283;2016-08-17T22:00:00+02:00;;0.7
5283;2016-08-18T08:00:00+02:00;;0.0
5283;2016-08-19T02:00:00+02:00;;0.4
5283;2016-08-19T13:00:00+02:00;;0.6
5283;2016-08-19T18:00:00+02:00;;0.7
5283;2016-08-21T15:00:00+02:00;;0.6
5283;2016-08-22T03:00:00+02:00;;0.2
5283;2016-08-23T00:00:00+02:00;;0.5
5283;2016-08-25T03:00:00+02:00;;0.6
5283;2016-08-25T09:00:00+02:00;;0.3
5283;2016-08-25T10:00:00+02:00;;0.5
5283;2016-08-27T07:00:00+02:00;;0.2
5283;2016-08-27T14:00:00+02:00;;1.0
5283;2016-08-28T14:00:00+02:00;;0.7
5283;2016-08-30T04:00:00+02:00;;0.2
5283;2016-08-30T22:00:00+02:00;;2.3
5283;2016-08-31T02:00:00+02:00;;0.7
5283;2016-08-31T08:00:00+02:00;;0.1
5283;2016-08-31T14:00:00+02:00;;1.6
5283;2016-08-31T18:00:00+02:00;;1.4
5284;2016-08-01T07:00:00+02:00;;0.2
5284;2016-08-02T01:00:00+02:00;;1.2
5284;2016-08-04T05:00:00+02:00;;0.5
5284;2016-08-07T00:00:00+02:00;;1.1
5284;2016-08-07T18:00:00+02:00;;1.3
5284;2016-08-08T01:00:00+02:00;;1.2
99;2016-02-18T09:00:00+01:00;;5.5
99;2016-02-19T03:00:00+01:00;;1.7
99;2016-02-19T19:00:00+01:00;;3.7
99;2016-02-20T01:00:00+01:00;;2.8
99;2016-02-20T05:00:00+01:00;;2.0
99;2016-02-20T15:00:00+01:00;;5.5
99;2016-02-21T17:00:00+01:00;;3.8
99;2016-02-22T01:00:00+01:00;;1.4
99;2016-02-22T22:00:00+01:00;;2.4
99;2016-02-24T10:00:00+01:00;;16.0
99;2016-02-24T23:00:00+01:00;;2.3
99;2016-02-25T02:00:00+01:00;;2.2
99;2016-02-25T05:00:00+01:00;;0.6
99;2016-02-26T15:00:00+01:00;;3.9
99;2016-02-27T05:00:00+01:00;;1.5
99;2016-02-27T12:00:00+01:00;;2.9
99;2016-02-28T00:00:00+01:00;;2.8
99;2016-02-28T14:00:00+01:00;;2.7
99;2016-02-28T15:00:00+01:00;;2.5
99;2016-02-29T01:00:00+01:00;;1.4
99;2016-02-29T09:00:00+01:00;;6.6
99;2016-02-29T11:00:00+01:00;;6.3
100;2016-02-01T09:00:00+01:00;;6.1
100;2016-02-01T11:00:00+01:00;;3.9
100;2016-02-01T17:00:00+01:00;;3.9
100;2016-02-01T20:00:00+01:00;;4.8
100;2016-02-02T13:00:00+01:00;;4.4
100;2016-02-02T19:00:00+01:00;;3.9
100;2016-02-02T22:00:00+01:00;;3.8
100;2016-02-03T13:00:00+01:00;;5.1
100;2016-02-03T18:00:00+01:00;;3.6
100;2016-02-03T22:00:00+01:00;;4.3
100;2016-02-04T01:00:00+01:00;;2.6
100;2016-02-04T06:00:00+01:00;;0.7
100;2016-02-04T12:00:00+01:00;;5.7
100;2016-02-07T07:00:00+01:00;;1.7
100;2016-02-07T08:00:00+01:00;;0.9
100;2016-02-07T14:00:00+01:00;;3.9
100;2016-02-08T19:00:00+01:00;;4.6
100;2016-02-12T19:00:00+01:00;;7.9
100;2016-02-13T04:00:00+01:00;;3.0
100;2016-02-14T10:00:00+01:00;;1.5
100;2016-02-14T17:00:00+01:00;;4.3
100;2016-02-14T20:00:00+01:00;;6.4
100;2016-02-15T23:00:00+01:00;;2.5
100;2016-02-17T16:00:00+01:00;;7.7
100;2016-02-19T18:00:00+01:00;;5.3
100;2016-02-20T02:00:00+01:00;;3.3
100;2016-02-20T04:00:00+01:00;;3.4
100;2016-02-20T14:00:00+01:00;;3.9
100;2016-02-22T02:00:00+01:00;;1.1
100;2016-02-22T05:00:00+01:00;;0.5
100;2016-02-22T09:00:00+01:00;;4.8
100;2016-02-22T12:00:00+01:00;;3.1
100;2016-02-24T03:00:00+01:00;;1.5
100;2016-02-24T12:00:00+01:00;;4.2
100;2016-02-25T00:00:00+01:00;;1.8
100;2016-02-25T08:00:00+01:00;;2.2
100;2016-02-25T15:00:00+01:00;;4.1
100;2016-02-26T13:00:00+01:00;;4.7
100;2016-02-27T05:00:00+01:00;;1.5
100;2016-02-27T13:00:00+01:00;;3.1
100;2016-02-28T05:00:00+01:00;;2.8
100;2016-02-29T11:00:00+01:00;;6.3
101;2016-02-01T03:00:00+01:00;;0.3
101;2016-02-02T20:00:00+01:00;;1.9
101;2016-02-04T14:00:00+01:00;;2.5
101;2016-02-04T15:00:00+01:00;;2.3
101;2016-02-04T23:00:00+01:00;;2.2
101;2016-02-06T18:00:00+01:00;;3.0
101;2016-02-07T02:00:00+01:00;;15.2
101;2016-02-07T04:00:00+01:00;;1.9
101;2016-02-08T01:00:00+01:00;;46.5
101;2016-02-08T19:00:00+01:00;;2.4
101;2016-02-09T05:00:00+01:00;;0.3
101;2016-02-09T12:00:00+01:00;;2.6
101;2016-02-09T14:00:00+01:00;;2.3
101;2016-02-11T12:00:00+01:00;;9.0
101;2016-02-11T13:00:00+01:00;;2.9
101;2016-02-12T07:00:00+01:00;;0.3
101;2016-02-12T20:00:00+01:00;;3.2
101;2016-02-12T22:00:00+01:00;;6.2
101;2016-02-13T08:00:00+01:00;;5.1
101;2016-02-13T18:00:00+01:00;;3.3
101;2016-02-14T03:00:00+01:00;;3.7
101;2016-02-14T10:00:00+01:00;;0.6
101;2016-02-15T06:00:00+01:00;;0.3
101;2016-02-15T07:00:00+01:00;;0.3
101;2016-02-15T19:00:00+01:00;;1.3
101;2016-02-15T20:00:00+01:00;;2.1
101;2016-02-17T04:00:00+01:00;;0.3
101;2016-02-17T11:00:00+01:00;;3.1
101;2016-02-17T19:00:00+01:00;;2.9
101;2016-02-18T07:00:00+01:00;;0.3
101;2016-02-18T17:00:00+01:00;;6.4
101;2016-02-19T02:00:00+01:00;;1.2
101;2016-02-19T09:00:00+01:00;;8.8
101;2016-02-20T01:00:00+01:00;;2.6
101;2016-02-20T14:00:00+01:00;;2.9
101;2016-02-20T19:00:00+01:00;;2.2
15;2016-02-05T21:00:00+01:00;;14.2
15;2016-02-06T04:00:00+01:00;;2.1
15;2016-02-06T17:00:00+01:00;;6.1
15;2016-02-06T20:00:00+01:00;;7.8
15;2016-02-07T10:00:00+01:00;;1.9
15;2016-02-08T16:00:00+01:00;;5.4
15;2016-02-08T17:00:00+01:00;;6.2
15;2016-02-08T18:00:00+01:00;;6.4
15;2016-02-09T21:00:00+01:00;;7.1
15;2016-02-11T03:00:00+01:00;;1.6
15;2016-02-11T17:00:00+01:00;;14.5
15;2016-02-12T10:00:00+01:00;;16.1
15;2016-02-12T18:00:00+01:00;;11.5
15;2016-02-13T11:00:00+01:00;;6.9
15;2016-02-13T12:00:00+01:00;;8.2
15;2016-02-13T17:00:00+01:00;;12.6
15;2016-02-13T23:00:00+01:00;;6.9
15;2016-02-14T02:00:00+01:00;;6.4
15;2016-02-15T00:00:00+01:00;;4.1
15;2016-02-15T10:00:00+01:00;;43.2
15;2016-02-15T22:00:00+01:00;;5.2
15;2016-02-16T14:00:00+01:00;;7.7
15;2016-02-17T04:00:00+01:00;;1.2
15;2016-02-17T11:00:00+01:00;;12.9
15;2016-02-18T02:00:00+01:00;;2.1
15;2016-02-18T22:00:00+01:00;;6.8
15;2016-02-19T05:00:00+01:00;;1.4
15;2016-02-20T13:00:00+01:00;;6.7
15;2016-02-20T17:00:00+01:00;;9.3
15;2016-02-21T03:00:00+01:00;;3.3
15;2016-02-21T11:00:00+01:00;;2.5
15;2016-02-22T12:00:00+01:00;;3.7
15;2016-02-22T13:00:00+01:00;;
15;2016-02-23T05:00:00+01:00;;1.2
15;2016-02-24T08:00:00+01:00;;3.6
15;2016-02-24T15:00:00+01:00;;8.4
15;2016-02-24T21:00:00+01:00;;10.7
15;2016-02-25T07:00:00+01:00;;1.9
15;2016-02-25T10:00:00+01:00;;7.3
15;2016-02-26T00:00:00+01:00;;3.3
15;2016-02-26T02:00:00+01:00;;2.7
15;2016-02-26T10:00:00+01:00;;10.3
15;2016-02-27T12:00:00+01:00;;4.3
15;2016-02-29T19:00:00+01:00;;5.2
15;2016-03-01T01:00:00+01:00;;1.9
16;2016-02-01T14:00:00+01:00;;1.8
16;2016-02-02T14:00:00+01:00;;2.6
16;2016-02-04T14:00:00+01:00;;2.9
16;2016-02-04T15:00:00+01:00;;2.3
16;2016-02-04T16:00:00+01:00;;2.8
16;2016-02-05T12:00:00+01:00;;3.2
16;2016-02-06T00:00:00+01:00;;1.8
16;2016-02-06T05:00:00+01:00;;0.1
16;2016-02-06T17:00:00+01:00;;3.3
16;2016-02-07T03:00:00+01:00;;0.4
16;2016-02-08T02:00:00+01:00;;0.2
16;2016-02-08T08:00:00+01:00;;1.2
16;2016-02-09T01:00:00+01:00;;0.3
16;2016-02-10T19:00:00+01:00;;2.0
16;2016-02-10T20:00:00+01:00;;2.7
16;2016-02-12T03:00:00+01:00;;0.1
16;2016-02-12T04:00:00+01:00;;0.1
16;2016-02-13T09:00:00+01:00;;0.6
16;2016-02-13T20:00:00+01:00;;6.2
16;2016-02-14T11:00:00+01:00;;0.1
16;2016-02-15T01:00:00+01:00;;0.3
16;2016-02-15T04:00:00+01:00;;0.0
16;2016-02-15T16:00:00+01:00;;2.2
16;2016-02-16T17:00:00+01:00;;3.3
16;2016-02-17T15:00:00+01:00;;2.1
16;2016-02-18T03:00:00+01:00;;0.1
16;2016-02-18T08:00:00+01:00;;1.5
16;2016-02-18T12:00:00+01:00;;8.9
16;2016-02-18T13:00:00+01:00;;3.3
16;2016-02-19T04:00:00+01:00;;0.1
16;2016-02-19T05:00:00+01:00;;0.1
16;2016-02-20T12:00:00+01:00;;1.8
16;2016-02-20T16:00:00+01:00;;2.3
16;2016-02-21T05:00:00+01:00;;6.7
16;2016-02-22T14:00:00+01:00;;0.7
16;2016-02-22T20:00:00+01:00;;1.8
16;2016-02-24T18:00:00+01:00;;22.0
16;2016-02-24T19:00:00+01:00;;2.0
16;2016-02-25T12:00:00+01:00;;3.6
16;2016-02-25T14:00:00+01:00;;2.0
16;2016-02-26T23:00:00+01:00;;0.1
16;2016-02-27T08:00:00+01:00;;0.4
16;2016-02-28T00:00:00+01:00;;1.3
16;2016-02-28T10:00:00+01:00;;0.3
16;2016-02-28T16:00:00+01:00;;1.3
16;2016-02-29T19:00:00+01:00;;1.9
17;2016-02-01T05:00:00+01:00;;0.6
17;2016-02-01T17:00:00+01:00;;6.9
17;2016-02-02T08:00:00+01:00;;1.8
17;2016-02-03T10:00:00+01:00;;4.7
17;2016-02-03T21:00:00+01:00;;8.0
17;2016-02-04T03:00:00+01:00;;2.3
17;2016-02-04T17:00:00+01:00;;10.0
17;2016-02-05T23:00:00+01:00;;5.7
17;2016-02-06T00:00:00+01:00;;6.3
